time,steering
1627339865.716363668,-48.300342130
1627339865.749481440,-48.357637909
1627339865.783893585,-48.758708366
1627339865.815898180,-48.987891484
1627339865.851129532,-49.159778822
1627339865.884414434,-49.274370381
1627339865.917496920,-49.274370381
1627339865.951710939,-49.274370381
1627339865.985665321,-49.274370381
1627339866.017129183,-49.274370381
1627339866.052442789,-49.274370381
1627339866.086338997,-49.560849279
1627339866.117537260,-49.675440838
1627339866.152102470,-49.790032397
1627339866.185666323,-49.790032397
1627339866.217987537,-49.790032397
1627339866.252850771,-49.790032397
1627339866.286443949,-49.560849279
1627339866.318624735,-49.388961940
1627339866.353331804,-48.586821027
1627339866.386889458,-47.784680114
1627339866.418757677,-47.269018098
1627339866.453757286,-46.867947642
1627339866.487102509,-46.867947642
1627339866.519413948,-46.867947642
1627339866.554482937,-46.867947642
1627339866.587567806,-46.982539201
1627339866.619847775,-47.097130760
1627339866.653738976,-47.154426539
1627339866.688010693,-47.555496996
1627339866.720344782,-47.956567452
1627339866.754136086,-48.185750571
1627339866.788550138,-48.472229468
1627339866.820811272,-48.586821027
1627339866.854683399,-48.586821027
1627339866.889111757,-48.586821027
1627339866.921451569,-48.586821027
1627339866.955195665,-48.586821027
1627339866.988642216,-48.586821027
1627339867.022244215,-48.586821027
1627339867.055804729,-48.586821027
1627339867.089336634,-48.586821027
1627339867.122427702,-48.586821027
1627339867.156364918,-48.586821027
1627339867.190723181,-48.586821027
1627339867.222919226,-48.586821027
1627339867.256753683,-48.586821027
1627339867.290205240,-48.586821027
1627339867.323754311,-48.586821027
1627339867.358305216,-48.586821027
1627339867.391670465,-48.586821027
1627339867.423887491,-48.586821027
1627339867.458779573,-48.586821027
1627339867.492112875,-48.586821027
1627339867.524327040,-48.586821027
1627339867.558121443,-48.586821027
1627339867.593430758,-48.586821027
1627339867.624831915,-48.586821027
1627339867.660001755,-48.586821027
1627339867.693746090,-48.586821027
1627339867.725426912,-48.586821027
1627339867.760408163,-48.586821027
1627339867.793205738,-48.586821027
1627339867.826275826,-48.586821027
1627339867.860492706,-48.586821027
1627339867.894310474,-48.586821027
1627339867.926361799,-48.586821027
1627339867.959925413,-48.472229468
1627339867.994217396,-48.357637909
1627339868.027141809,-48.357637909
1627339868.061311960,-48.357637909
1627339868.094509125,-48.357637909
1627339868.127427578,-48.357637909
1627339868.161494255,-48.357637909
1627339868.195572853,-48.357637909
1627339868.227614880,-48.357637909
1627339868.261737585,-48.357637909
1627339868.294083595,-48.357637909
1627339868.327889919,-48.357637909
1627339868.362207174,-48.357637909
1627339868.395700455,-48.357637909
1627339868.427900076,-48.357637909
1627339868.462664366,-48.357637909
1627339868.495926142,-48.300342130
1627339868.528446436,-48.300342130
1627339868.563152790,-48.185750571
1627339868.596389532,-47.956567452
1627339868.628799200,-47.899271673
1627339868.663554192,-47.555496996
1627339868.696928024,-47.383609657
1627339868.729248762,-46.982539201
1627339868.764252663,-46.581468744
1627339868.796230555,-46.352285626
1627339868.829812288,-46.065806729
1627339868.864532709,-45.893919390
1627339868.896619797,-45.664736272
1627339868.930004835,-45.664736272
1627339868.963858843,-45.664736272
1627339868.998247862,-45.664736272
1627339869.030561924,-45.664736272
1627339869.065360308,-45.664736272
1627339869.098621368,-45.664736272
1627339869.130897999,-45.550144713
1627339869.165918112,-45.492848933
1627339869.199022293,-45.149074256
1627339869.231239557,-44.862595359
1627339869.266450882,-44.175046005
