time,pos_x,pos_y,twist_x,twist_y,twist_z
1627339798.123461008,0.000000000,0.000000000,-0.008800000,-0.001100000,0.000000000
1627339798.133332729,0.000000000,0.000000000,-0.008900000,-0.001100000,0.000000000
1627339798.143272161,0.000000000,0.000000000,-0.009000000,-0.001100000,0.000000000
1627339798.153389215,0.000000000,0.000000000,-0.009100000,-0.001200000,0.000000000
1627339798.163347483,0.000000000,0.000000000,-0.009300000,-0.001300000,0.000000000
1627339798.173402548,0.000000000,0.000000000,-0.009500000,-0.001400000,0.000000000
1627339798.183247089,0.000000000,0.000000000,-0.009600000,-0.001500000,0.000000000
1627339798.193320036,0.000000000,0.000000000,-0.009700000,-0.001700000,0.000000000
1627339798.203284025,0.000000000,0.000000000,-0.009900000,-0.001800000,0.000000000
1627339798.246165276,0.000000000,0.000000000,-0.010000000,-0.001900000,0.000000000
1627339798.246194601,0.000000000,0.000000000,-0.010100000,-0.002000000,0.000000000
1627339798.246210098,0.000000000,0.000000000,-0.010100000,-0.002100000,0.000000000
1627339798.246223211,0.000000000,0.000000000,-0.010100000,-0.002200000,0.000000000
1627339798.290162086,0.000000000,0.000000000,-0.010100000,-0.002300000,0.000000000
1627339798.290180206,0.000000000,0.000000000,-0.010000000,-0.002300000,0.000000000
1627339798.290208340,0.000000000,0.000000000,-0.009900000,-0.002400000,0.000000000
1627339798.290229082,0.000000000,0.000000000,-0.009700000,-0.002400000,0.000000000
1627339798.334157228,0.000000000,0.000000000,-0.009600000,-0.002400000,0.000000000
1627339798.334169865,0.000000000,0.000000000,-0.009400000,-0.002400000,0.000000000
1627339798.334179878,0.000000000,0.000000000,-0.009200000,-0.002400000,0.000000000
1627339798.334199905,0.000000000,0.000000000,-0.009100000,-0.002400000,0.000000000
1627339798.334208965,0.000000000,0.000000000,-0.009000000,-0.002400000,0.000000000
1627339798.378148556,0.000000000,0.000000000,-0.008800000,-0.002400000,0.000000000
1627339798.378162861,0.000000000,0.000000000,-0.008800000,-0.002400000,0.000000000
1627339798.378175974,0.000000000,0.000000000,-0.008600000,-0.002500000,0.000000000
1627339798.378184795,0.000000000,0.000000000,-0.008700000,-0.002500000,0.000000000
1627339798.383421421,0.000000000,0.000000000,-0.008600000,-0.002500000,0.000000000
1627339798.393290997,0.000000000,0.000000000,-0.008600000,-0.002600000,0.000000000
1627339798.434156179,0.000000000,0.000000000,-0.008600000,-0.002600000,0.000000000
1627339798.434169054,0.000000000,0.000000000,-0.008600000,-0.002600000,0.000000000
1627339798.434184790,0.000000000,0.000000000,-0.008500000,-0.002700000,0.000000000
1627339798.434211254,0.000000000,0.000000000,-0.008600000,-0.002700000,0.000000000
1627339798.478147745,0.000000000,0.000000000,-0.008600000,-0.002700000,0.000000000
1627339798.478165388,0.000000000,0.000000000,-0.008600000,-0.002600000,0.000000000
1627339798.478179932,0.000000000,0.000000000,-0.008700000,-0.002600000,0.000000000
1627339798.478207827,0.000000000,0.000000000,-0.008800000,-0.002600000,0.000000000
1627339798.522139549,0.000000000,0.000000000,-0.008900000,-0.002500000,0.000000000
1627339798.522154331,0.000000000,0.000000000,-0.009100000,-0.002500000,0.000000000
1627339798.522169590,0.000000000,0.000000000,-0.009300000,-0.002400000,0.000000000
1627339798.522185326,0.000000000,0.000000000,-0.009500000,-0.002300000,0.000000000
1627339798.566143274,0.000000000,0.000000000,-0.009700000,-0.002300000,0.000000000
1627339798.566161156,0.000000000,0.000000000,-0.010000000,-0.002200000,0.000000000
1627339798.566174507,0.000000000,0.000000000,-0.010100000,-0.002200000,0.000000000
1627339798.566185713,0.000000000,0.000000000,-0.010300000,-0.002200000,0.000000000
1627339798.566202879,0.000000000,0.000000000,-0.010500000,-0.002200000,0.000000000
1627339798.610160589,0.000000000,0.000000000,-0.010700000,-0.002300000,0.000000000
1627339798.610174656,0.000000000,0.000000000,-0.010800000,-0.002400000,0.000000000
1627339798.610184193,0.000000000,0.000000000,-0.010900000,-0.002500000,0.000000000
1627339798.610195398,0.000000000,0.000000000,-0.010900000,-0.002700000,0.000000000
1627339798.613410234,0.000000000,0.000000000,-0.011100000,-0.002900000,0.000000000
1627339798.623474121,0.000000000,0.000000000,-0.011100000,-0.003000000,0.000000000
1627339798.666172981,0.000000000,0.000000000,-0.011100000,-0.003200000,0.000000000
1627339798.666193485,0.000000000,0.000000000,-0.011200000,-0.003400000,0.000000000
1627339798.666227341,0.000000000,0.000000000,-0.011200000,-0.003500000,0.000000000
1627339798.666243315,0.000000000,0.000000000,-0.011300000,-0.003600000,0.000000000
1627339798.710154295,0.000000000,0.000000000,-0.011300000,-0.003700000,0.000000000
1627339798.710166216,0.000000000,0.000000000,-0.011300000,-0.003700000,0.000000000
1627339798.710174322,0.000000000,0.000000000,-0.011300000,-0.003800000,0.000000000
1627339798.710197687,0.000000000,0.000000000,-0.011400000,-0.003800000,0.000000000
1627339798.754144192,0.000000000,0.000000000,-0.011400000,-0.003800000,0.000000000
1627339798.754164934,0.000000000,0.000000000,-0.011300000,-0.003800000,0.000000000
1627339798.754178286,0.000000000,0.000000000,-0.011200000,-0.003800000,0.000000000
1627339798.754190922,0.000000000,0.000000000,-0.011100000,-0.003700000,0.000000000
1627339798.754204512,0.000000000,0.000000000,-0.010900000,-0.003600000,0.000000000
1627339798.798142433,0.000000000,0.000000000,-0.010700000,-0.003600000,0.000000000
1627339798.798156261,0.000000000,0.000000000,-0.010400000,-0.003500000,0.000000000
1627339798.798170090,0.000000000,0.000000000,-0.010200000,-0.003500000,0.000000000
1627339798.798179626,0.000000000,0.000000000,-0.009900000,-0.003500000,0.000000000
1627339798.803377151,0.000000000,0.000000000,-0.009700000,-0.003500000,0.000000000
1627339798.813335896,0.000000000,0.000000000,-0.009400000,-0.003500000,0.000000000
1627339798.854148388,0.000000000,0.000000000,-0.009200000,-0.003500000,0.000000000
1627339798.854194641,0.000000000,0.000000000,-0.009100000,-0.003600000,0.000000000
1627339798.854208469,0.000000000,0.000000000,-0.008900000,-0.003600000,0.000000000
1627339798.854221344,0.000000000,0.000000000,-0.008800000,-0.003700000,0.000000000
1627339798.898153305,0.000000000,0.000000000,-0.008800000,-0.003700000,0.000000000
1627339798.898178577,0.000000000,0.000000000,-0.008900000,-0.003900000,0.000000000
1627339798.898197412,0.000000000,0.000000000,-0.009000000,-0.003900000,0.000000000
1627339798.898205996,0.000000000,0.000000000,-0.009000000,-0.004100000,0.000000000
1627339798.942148209,0.000000000,0.000000000,-0.009100000,-0.004200000,0.000000000
1627339798.942167044,0.000000000,0.000000000,-0.009300000,-0.004300000,0.000000000
1627339798.942176342,0.000000000,0.000000000,-0.009400000,-0.004400000,0.000000000
1627339798.942186832,0.000000000,0.000000000,-0.009500000,-0.004500000,0.000000000
1627339798.986162186,0.000000000,0.000000000,-0.009600000,-0.004500000,0.000000000
1627339798.986175537,0.000000000,0.000000000,-0.009900000,-0.004600000,0.000000000
1627339798.986187696,0.000000000,0.000000000,-0.010000000,-0.004600000,0.000000000
1627339798.986198902,0.000000000,0.000000000,-0.010100000,-0.004600000,0.000000000
1627339798.986215591,0.000000000,0.000000000,-0.010300000,-0.004700000,0.000000000
1627339799.030146599,0.000000000,0.000000000,-0.010500000,-0.004700000,0.000000000
1627339799.030157804,0.000000000,0.000000000,-0.010800000,-0.004700000,0.000000000
1627339799.030169487,0.000000000,0.000000000,-0.011000000,-0.004600000,0.000000000
1627339799.030180216,0.000000000,0.000000000,-0.011100000,-0.004600000,0.000000000
1627339799.033702374,0.000000000,0.000000000,-0.011400000,-0.004600000,0.000000000
1627339799.043313742,0.000000000,0.000000000,-0.011700000,-0.004600000,0.000000000
1627339799.086175442,0.000000000,0.000000000,-0.011800000,-0.004600000,0.000000000
1627339799.086191893,0.000000000,0.000000000,-0.012000000,-0.004500000,0.000000000
1627339799.086201429,0.000000000,0.000000000,-0.012200000,-0.004600000,0.000000000
1627339799.086211681,0.000000000,0.000000000,-0.012300000,-0.004600000,0.000000000
1627339799.130149126,0.000000000,0.000000000,-0.012400000,-0.004500000,0.000000000
1627339799.130162239,0.000000000,0.000000000,-0.012400000,-0.004500000,0.000000000
1627339799.130185366,0.000000000,0.000000000,-0.012300000,-0.004500000,0.000000000
1627339799.130198240,0.000000000,0.000000000,-0.012400000,-0.004500000,0.000000000
1627339799.174158096,0.000000000,0.000000000,-0.012300000,-0.004500000,0.000000000
1627339799.174171925,0.000000000,0.000000000,-0.012100000,-0.004500000,0.000000000
1627339799.174180269,0.000000000,0.000000000,-0.012000000,-0.004500000,0.000000000
1627339799.174217224,0.000000000,0.000000000,-0.011900000,-0.004500000,0.000000000
1627339799.174232960,0.000000000,0.000000000,-0.011700000,-0.004500000,0.000000000
1627339799.218142509,0.000000000,0.000000000,-0.011500000,-0.004500000,0.000000000
1627339799.218159199,0.000000000,0.000000000,-0.011400000,-0.004500000,0.000000000
1627339799.218182564,0.000000000,0.000000000,-0.011200000,-0.004500000,0.000000000
1627339799.218194246,0.000000000,0.000000000,-0.011300000,-0.004500000,0.000000000
1627339799.223230839,0.000000000,0.000000000,-0.011200000,-0.004500000,0.000000000
1627339799.233430386,0.000000000,0.000000000,-0.011100000,-0.004400000,0.000000000
1627339799.274179459,0.000000000,0.000000000,-0.011100000,-0.004400000,0.000000000
1627339799.274199247,0.000000000,0.000000000,-0.011200000,-0.004400000,0.000000000
1627339799.274214506,0.000000000,0.000000000,-0.011100000,-0.004400000,0.000000000
1627339799.274244308,0.000000000,0.000000000,-0.011000000,-0.004400000,0.000000000
1627339799.318159342,0.000000000,0.000000000,-0.010900000,-0.004500000,0.000000000
1627339799.318173885,0.000000000,0.000000000,-0.010800000,-0.004600000,0.000000000
1627339799.318183899,0.000000000,0.000000000,-0.010700000,-0.004800000,0.000000000
1627339799.318193197,0.000000000,0.000000000,-0.010500000,-0.004900000,0.000000000
1627339799.362150908,0.000000000,0.000000000,-0.010200000,-0.005100000,0.000000000
1627339799.362165689,0.000000000,0.000000000,-0.010100000,-0.005300000,0.000000000
1627339799.362191439,0.000000000,0.000000000,-0.010000000,-0.005500000,0.000000000
1627339799.362206936,0.000000000,0.000000000,-0.009700000,-0.005700000,0.000000000
1627339799.406164169,0.000000000,0.000000000,-0.009500000,-0.005900000,0.000000000
1627339799.406180143,0.000000000,0.000000000,-0.009400000,-0.006200000,0.000000000
1627339799.406191349,0.000000000,0.000000000,-0.009400000,-0.006300000,0.000000000
1627339799.406203747,0.000000000,0.000000000,-0.009400000,-0.006500000,0.000000000
1627339799.406213999,0.000000000,0.000000000,-0.009500000,-0.006600000,0.000000000
1627339799.454185247,0.000000000,0.000000000,-0.009500000,-0.006700000,0.000000000
1627339799.454200506,0.000000000,0.000000000,-0.009800000,-0.006800000,0.000000000
1627339799.454210043,0.000000000,0.000000000,-0.010100000,-0.006800000,0.000000000
1627339799.454221487,0.000000000,0.000000000,-0.010300000,-0.006800000,0.000000000
1627339799.454232931,0.000000000,0.000000000,-0.010600000,-0.006700000,0.000000000
1627339799.498169899,0.000000000,0.000000000,-0.011000000,-0.006600000,0.000000000
1627339799.498188734,0.000000000,0.000000000,-0.011400000,-0.006500000,0.000000000
1627339799.498199224,0.000000000,0.000000000,-0.011700000,-0.006300000,0.000000000
1627339799.498208761,0.000000000,0.000000000,-0.012100000,-0.006100000,0.000000000
1627339799.503307819,0.000000000,0.000000000,-0.012300000,-0.006000000,0.000000000
1627339799.513403654,0.000000000,0.000000000,-0.012700000,-0.005800000,0.000000000
1627339799.554157495,0.000000000,0.000000000,-0.013000000,-0.005600000,0.000000000
1627339799.554172516,0.000000000,0.000000000,-0.013100000,-0.005400000,0.000000000
1627339799.554181576,0.000000000,0.000000000,-0.013200000,-0.005200000,0.000000000
1627339799.554193974,0.000000000,0.000000000,-0.013400000,-0.005000000,0.000000000
1627339799.598163605,0.000000000,0.000000000,-0.013400000,-0.004700000,0.000000000
1627339799.598177195,0.000000000,0.000000000,-0.013400000,-0.004600000,0.000000000
1627339799.598192215,0.000000000,0.000000000,-0.013300000,-0.004500000,0.000000000
1627339799.598202467,0.000000000,0.000000000,-0.013200000,-0.004400000,0.000000000
1627339799.646165133,0.000000000,0.000000000,-0.013100000,-0.004400000,0.000000000
1627339799.646178722,0.000000000,0.000000000,-0.012900000,-0.004400000,0.000000000
1627339799.646194935,0.000000000,0.000000000,-0.012600000,-0.004500000,0.000000000
