time,curvature
1627319954.791683912,0.012293497
1627319954.816668034,0.012293497
1627319954.841661692,0.012293497
1627319954.866658449,0.012293497
1627319954.916635752,0.012293497
1627319954.941667557,0.012293497
1627319954.966650486,0.012293497
1627319955.016657591,0.012293497
1627319955.041652203,0.012293497
1627319955.066641092,0.012293497
1627319955.116628170,0.012293497
1627319955.141639233,0.012293497
1627319955.166635275,0.012293497
1627319955.216656923,0.012293497
1627319955.241656780,0.012293497
1627319955.266688824,0.012293497
1627319955.316678286,0.012293497
1627319955.341664791,0.012293497
1627319955.366647243,0.012293497
1627319955.416663408,0.012293497
1627319955.441655874,0.012293497
1627319955.466658831,0.012293497
1627319955.516651869,0.012293497
1627319955.541669130,0.012293497
1627319955.566677094,0.012293497
1627319955.616700649,0.012293497
1627319955.641662121,0.012293497
1627319955.666646481,0.012293497
1627319955.716638327,0.012293497
1627319955.741665125,0.012293497
1627319955.766620636,0.012293497
1627319955.816720724,0.012293497
1627319955.841719627,0.012293497
1627319955.866693735,0.012293497
1627319955.916687012,0.012293497
1627319955.941716194,0.012293497
1627319955.966660738,0.012293497
1627319956.016710520,0.012293497
1627319956.041664600,0.012293497
1627319956.066668510,0.012293497
1627319956.116710186,0.012293497
1627319956.141720057,0.012293497
1627319956.191701174,0.012293497
1627319956.216660261,0.012293497
1627319956.241634607,0.012293497
1627319956.291661263,0.012293497
1627319956.316717148,0.012293497
1627319956.341624022,0.012293497
1627319956.391641140,0.012293497
1627319956.416665554,0.012293497
1627319956.441624880,0.012293497
1627319956.491639137,0.012293497
1627319956.516655207,0.012293497
1627319956.541673183,0.012293497
1627319956.591667175,0.012293497
1627319956.616648912,0.012293497
1627319956.641668558,0.012293497
1627319956.691662788,0.012293497
1627319956.716672897,0.012293497
1627319956.741676807,0.012293497
1627319956.791682005,0.012293497
1627319956.816636086,0.012293497
1627319956.841682911,0.012293497
1627319956.891669035,0.012293497
1627319956.916665077,0.012293497
1627319956.941685915,0.012293497
1627319956.991667032,0.012293497
1627319957.016663313,0.012293497
1627319957.041677237,0.012293497
1627319957.091675282,0.012293497
1627319957.116653681,0.012293497
1627319957.141659260,0.012293497
1627319957.191635370,0.012293497
1627319957.216669321,0.012293497
1627319957.241677523,0.012293497
1627319957.291638374,0.012293497
1627319957.316682339,0.012293497
1627319957.341733456,0.012293497
1627319957.391650677,0.012293497
1627319957.416692972,0.012293497
1627319957.441672802,0.012293497
1627319957.491663218,0.012293497
1627319957.516659498,0.012293497
1627319957.541721582,0.012293497
1627319957.591729164,0.012293497
1627319957.616698742,0.012293497
1627319957.641672850,0.012293497
1627319957.691680193,0.012293497
1627319957.716685534,0.012293497
1627319957.741678953,0.012293497
1627319957.791671038,0.012293497
1627319957.816673279,0.012293497
1627319957.841747284,0.012293497
1627319957.891683817,0.012293497
1627319957.916684628,0.012293497
1627319957.941733837,0.012293497
1627319957.991678476,0.012293497
1627319958.016671419,0.012293497
1627319958.066636086,0.012293497
1627319958.091666460,0.012293497
1627319958.116674423,0.012293497
1627319958.166668177,0.012293497
1627319958.191672087,0.012293497
1627319958.216677904,0.012293497
1627319958.266699791,0.012293497
1627319958.291668177,0.012293497
1627319958.316670179,0.012293497
1627319958.366680622,0.012293497
1627319958.391663551,0.012293497
1627319958.416686535,0.012293497
1627319958.466662407,0.012293497
1627319958.491666555,0.012293497
1627319958.516650677,0.012293497
1627319958.566695213,0.012293497
1627319958.591685057,0.012293497
1627319958.616715431,0.012293497
1627319958.666753531,0.012293497
1627319958.691710472,0.012293497
1627319958.716732740,0.012293497
1627319958.766711235,0.012293497
1627319958.791725397,0.012293497
1627319958.816746235,0.012293497
1627319958.866705656,0.012293497
1627319958.891702890,0.012293497
1627319958.916717291,0.012293497
1627319958.966720819,0.012293497
1627319958.991717339,0.012293497
1627319959.016743660,0.012293497
1627319959.066721439,0.012293497
1627319959.091694117,0.012293497
1627319959.116741657,0.012293497
1627319959.166713238,0.012293497
1627319959.191742659,0.012293497
1627319959.216721535,0.012293497
1627319959.266687155,0.012293497
1627319959.291661263,0.012293497
1627319959.316680670,0.012293497
1627319959.366721153,0.012293497
1627319959.391683102,0.012293497
1627319959.416682959,0.012293497
1627319959.466733932,0.012293497
1627319959.491674423,0.012293497
1627319959.516677856,0.012293497
1627319959.566711426,0.012293497
1627319959.591702461,0.012293497
1627319959.616673470,0.012293497
1627319959.666692257,0.012293497
1627319959.691666603,0.012293497
1627319959.716682911,0.012293497
1627319959.766707659,0.012293497
1627319959.791659832,0.012293497
1627319959.816710472,0.012293497
1627319959.866699696,0.012293497
1627319959.891667604,0.012293497
1627319959.916675806,0.012293497
1627319959.966706038,0.012293497
1627319959.991658926,0.012293497
1627319960.016713858,0.012293497
1627319960.066703081,0.012293497
1627319960.091677427,0.012293497
1627319960.141798258,0.012293497
1627319960.166689873,0.012293497
1627319960.191689253,0.012293497
1627319960.241724968,0.012293497
1627319960.266688347,0.012293497
1627319960.291713715,0.012293497
1627319960.341807604,0.012293497
1627319960.366700888,0.012293497
1627319960.391756773,0.012293497
1627319960.441710949,0.012293497
1627319960.466683626,0.012293497
1627319960.491716623,0.012293497
1627319960.541923761,0.012293497
1627319960.566684961,0.012293497
1627319960.591680050,0.012293497
1627319960.641706228,0.012293497
1627319960.666686296,0.012293497
1627319960.691692829,0.012293497
1627319960.741814375,0.012293497
1627319960.766710043,0.012293497
1627319960.791686296,0.012293497
1627319960.841792345,0.012293497
1627319960.866715908,0.012293497
1627319960.891671658,0.012293497
1627319960.941763163,0.012293497
1627319960.966714621,0.012293497
1627319960.991677523,0.012293497
1627319961.041790962,0.012293497
1627319961.066704273,0.012293497
1627319961.091678858,0.012293497
1627319961.141702414,0.012293497
1627319961.166693687,0.012293497
1627319961.191664696,0.012293497
1627319961.241691828,0.012293497
1627319961.266710043,0.012293497
1627319961.291640759,0.012293497
1627319961.341724634,0.012293497
1627319961.366702795,0.012293497
1627319961.391691446,0.012293497
1627319961.441725254,0.012293497
1627319961.466701031,0.012293497
1627319961.491663456,0.012293497
1627319961.541748524,0.012293497
1627319961.566704035,0.012293497
1627319961.616712093,0.012293497
1627319961.641738653,0.012293497
1627319961.666702747,0.012293497
1627319961.716654062,0.012293497
1627319961.741762161,0.012293497
1627319961.766707182,0.012293497
1627319961.816707850,0.012293497
1627319961.841703176,0.012293497
1627319961.866705656,0.012293497
1627319961.916729450,0.012293497
1627319961.941745996,0.012293497
1627319961.966704845,0.012293497
1627319962.016744614,0.012293497
1627319962.041814089,0.012293497
1627319962.066664219,0.012293497
1627319962.116696596,0.012293497
1627319962.141730547,0.012293497
1627319962.166683435,0.012293497
1627319962.216718435,0.012293497
1627319962.241781235,0.012293497
1627319962.266688585,0.012293497
1627319962.316685915,0.012293497
1627319962.341753960,0.012293497
1627319962.366632223,0.012293497
1627319962.416711807,0.012293497
1627319962.441706181,0.012293497
1627319962.466684341,0.012293497
1627319962.516669750,0.012293497
1627319962.541720152,0.012293497
1627319962.566679716,0.012293497
1627319962.616691589,0.012293497
1627319962.641727209,0.012293497
1627319962.666741848,0.012293497
1627319962.716719151,0.012293497
1627319962.741764069,0.012293497
1627319962.766705036,0.012293497
1627319962.816710472,0.012293497
1627319962.841758013,0.012293497
