time,pos_x,pos_y,twist_x,twist_y,twist_z
1627319954.827612877,0.000000000,0.000000000,-0.001300000,-0.003500000,0.000000000
1627319954.837590933,0.000000000,0.000000000,-0.001300000,-0.003400000,0.000000000
1627319954.847532988,0.000000000,0.000000000,-0.001300000,-0.003500000,0.000000000
1627319954.857483864,0.000000000,0.000000000,-0.001400000,-0.003500000,0.000000000
1627319954.867592573,0.000000000,0.000000000,-0.001500000,-0.003500000,0.000000000
1627319954.877534151,0.000000000,0.000000000,-0.001500000,-0.003400000,0.000000000
1627319954.887520790,0.000000000,0.000000000,-0.001500000,-0.003400000,0.000000000
1627319954.897515535,0.000000000,0.000000000,-0.001600000,-0.003500000,0.000000000
1627319954.907595158,0.000000000,0.000000000,-0.001700000,-0.003400000,0.000000000
1627319954.948783159,0.000000000,0.000000000,-0.001800000,-0.003300000,0.000000000
1627319954.948822021,0.000000000,0.000000000,-0.001800000,-0.003300000,0.000000000
1627319954.948838949,0.000000000,0.000000000,-0.001900000,-0.003300000,0.000000000
1627319954.948848248,0.000000000,0.000000000,-0.001900000,-0.003300000,0.000000000
1627319954.992791653,0.000000000,0.000000000,-0.002000000,-0.003300000,0.000000000
1627319954.992815495,0.000000000,0.000000000,-0.001900000,-0.003300000,0.000000000
1627319954.992828369,0.000000000,0.000000000,-0.001900000,-0.003300000,0.000000000
1627319954.992836237,0.000000000,0.000000000,-0.001800000,-0.003400000,0.000000000
1627319955.036786079,0.000000000,0.000000000,-0.001800000,-0.003500000,0.000000000
1627319955.036804438,0.000000000,0.000000000,-0.001700000,-0.003500000,0.000000000
1627319955.036818266,0.000000000,0.000000000,-0.001600000,-0.003500000,0.000000000
1627319955.036833048,0.000000000,0.000000000,-0.001500000,-0.003500000,0.000000000
1627319955.080796957,0.000000000,0.000000000,-0.001400000,-0.003500000,0.000000000
1627319955.080813169,0.000000000,0.000000000,-0.001300000,-0.003500000,0.000000000
1627319955.080829620,0.000000000,0.000000000,-0.001200000,-0.003500000,0.000000000
1627319955.080842257,0.000000000,0.000000000,-0.001200000,-0.003500000,0.000000000
1627319955.080852032,0.000000000,0.000000000,-0.001100000,-0.003600000,0.000000000
1627319955.124779463,0.000000000,0.000000000,-0.001100000,-0.003600000,0.000000000
1627319955.124794483,0.000000000,0.000000000,-0.001100000,-0.003600000,0.000000000
1627319955.124809980,0.000000000,0.000000000,-0.001100000,-0.003600000,0.000000000
1627319955.124823332,0.000000000,0.000000000,-0.001000000,-0.003700000,0.000000000
1627319955.127565622,0.000000000,0.000000000,-0.000900000,-0.003800000,0.000000000
1627319955.137948990,0.000000000,0.000000000,-0.000900000,-0.003900000,0.000000000
1627319955.180781364,0.000000000,0.000000000,-0.000900000,-0.004000000,0.000000000
1627319955.180796385,0.000000000,0.000000000,-0.000800000,-0.004100000,0.000000000
1627319955.180806637,0.000000000,0.000000000,-0.000800000,-0.004300000,0.000000000
1627319955.180815697,0.000000000,0.000000000,-0.000800000,-0.004500000,0.000000000
1627319955.224793434,0.000000000,0.000000000,-0.000900000,-0.004500000,0.000000000
1627319955.224809885,0.000000000,0.000000000,-0.000900000,-0.004600000,0.000000000
1627319955.224831104,0.000000000,0.000000000,-0.000900000,-0.004700000,0.000000000
1627319955.224847078,0.000000000,0.000000000,-0.001000000,-0.004700000,0.000000000
1627319955.268781900,0.000000000,0.000000000,-0.001100000,-0.004600000,0.000000000
1627319955.268793344,0.000000000,0.000000000,-0.001300000,-0.004500000,0.000000000
1627319955.268800735,0.000000000,0.000000000,-0.001400000,-0.004400000,0.000000000
1627319955.268809080,0.000000000,0.000000000,-0.001500000,-0.004200000,0.000000000
1627319955.268820286,0.000000000,0.000000000,-0.001700000,-0.004100000,0.000000000
1627319955.312789917,0.000000000,0.000000000,-0.001800000,-0.003900000,0.000000000
1627319955.312803030,0.000000000,0.000000000,-0.001900000,-0.003700000,0.000000000
1627319955.312834263,0.000000000,0.000000000,-0.001900000,-0.003500000,0.000000000
1627319955.312848568,0.000000000,0.000000000,-0.002000000,-0.003300000,0.000000000
1627319955.317499876,0.000000000,0.000000000,-0.002100000,-0.003200000,0.000000000
