#frame_num,ros_time
0,1627319958.872689
1,1627319958.894827
2,1627319958.928818
3,1627319958.96266
4,1627319958.9954119
5,1627319959.029249
6,1627319959.062042
7,1627319959.095957
8,1627319959.1287029
9,1627319959.162668
10,1627319959.195351
11,1627319959.229353
12,1627319959.262041
13,1627319959.29598
14,1627319959.328731
15,1627319959.362674
16,1627319959.395329
17,1627319959.429304
18,1627319959.462126
19,1627319959.495926
20,1627319959.528679
21,1627319959.5627232
22,1627319959.595435
23,1627319959.629202
24,1627319959.66205
25,1627319959.695965
26,1627319959.728707
27,1627319959.762571
28,1627319959.795413
29,1627319959.829252
30,1627319959.862128
31,1627319959.895898
32,1627319959.928803
33,1627319959.962588
34,1627319959.995448
35,1627319960.029299
36,1627319960.062095
37,1627319960.0960288
38,1627319960.128702
39,1627319960.162563
40,1627319960.1954
41,1627319960.2293339
42,1627319960.26253
43,1627319960.29599
44,1627319960.328733
45,1627319960.362638
46,1627319960.395375
47,1627319960.429344
48,1627319960.4620109
49,1627319960.495974
50,1627319960.528687
51,1627319960.562743
52,1627319960.595386
53,1627319960.6294081
54,1627319960.6621401
55,1627319960.6960301
56,1627319960.728755
57,1627319960.7626321
58,1627319960.795392
59,1627319960.829247
60,1627319960.862214
61,1627319960.896049
62,1627319960.92882
63,1627319960.962792
64,1627319960.995423
65,1627319961.02942
66,1627319961.062301
67,1627319961.09603
68,1627319961.128893
69,1627319961.162856
70,1627319961.1955311
71,1627319961.229342
72,1627319961.262204
73,1627319961.296077
74,1627319961.3288279
75,1627319961.362743
76,1627319961.3955631
77,1627319961.4293652
78,1627319961.46222
79,1627319961.496141
80,1627319961.528854
81,1627319961.56289
82,1627319961.595523
83,1627319961.629425
84,1627319961.662153
85,1627319961.695898
86,1627319961.728734
87,1627319961.762594
88,1627319961.795455
89,1627319961.829504
90,1627319961.862117
91,1627319961.8959029
92,1627319961.928818
93,1627319961.962554
94,1627319961.995435
95,1627319962.029382
96,1627319962.062042
97,1627319962.095984
98,1627319962.128691
99,1627319962.1625721
100,1627319962.195401
101,1627319962.22924
102,1627319962.262047
103,1627319962.2958891
104,1627319962.3288689
105,1627319962.362615
106,1627319962.39547
107,1627319962.429284
108,1627319962.462076
109,1627319962.495989
110,1627319962.528692
111,1627319962.562742
112,1627319962.5954368
113,1627319962.6294038
114,1627319962.662044
115,1627319962.696009
116,1627319962.728847
117,1627319962.762577
118,1627319962.795459
119,1627319962.8293118
120,1627319962.862067
121,1627319962.895953
122,1627319962.928806
123,1627319962.96272
124,1627319962.995427
125,1627319963.029244
126,1627319963.062036
127,1627319963.095958
128,1627319963.128699
129,1627319963.16255
130,1627319963.1954632
131,1627319963.2292712
132,1627319963.262069
133,1627319963.2959151
134,1627319963.3286982
135,1627319963.36271
136,1627319963.395831
137,1627319963.429419
138,1627319963.4620519
139,1627319963.496006
140,1627319963.528753
141,1627319963.5627131
142,1627319963.595374
143,1627319963.629349
144,1627319963.662112
145,1627319963.696
146,1627319963.728783
147,1627319963.76265
148,1627319963.795477
149,1627319963.829326
150,1627319963.862103
151,1627319963.8959439
152,1627319963.9288142
153,1627319963.962588
154,1627319963.99545
155,1627319964.029421
156,1627319964.0622141
157,1627319964.09594
158,1627319964.128785
159,1627319964.162724
160,1627319964.19552
161,1627319964.229311
162,1627319964.262073
163,1627319964.296079
164,1627319964.328782
165,1627319964.362683
166,1627319964.3954241
167,1627319964.429391
168,1627319964.462089
169,1627319964.496026
170,1627319964.528812
171,1627319964.562626
172,1627319964.595361
173,1627319964.629338
174,1627319964.662091
175,1627319964.6959288
176,1627319964.728785
177,1627319964.762707
178,1627319964.795425
179,1627319964.829277
180,1627319964.862158
181,1627319964.895978
182,1627319964.9288769
183,1627319964.9627368
184,1627319964.995481
185,1627319965.029242
186,1627319965.0621321
187,1627319965.096036
188,1627319965.1287339
189,1627319965.162642
190,1627319965.195357
191,1627319965.229332
192,1627319965.262123
193,1627319965.2960382
194,1627319965.3288
195,1627319965.362685
196,1627319965.39536
197,1627319965.4293358
198,1627319965.462198
199,1627319965.496036
200,1627319965.5287
201,1627319965.562687
202,1627319965.595408
203,1627319965.6294038
204,1627319965.662092
205,1627319965.696013
206,1627319965.728783
207,1627319965.7626789
208,1627319965.7954311
209,1627319965.829315
210,1627319965.862185
211,1627319965.895962
