time,heading
1627319606.027195215,2.600195518
1627319606.037386179,2.600186472
1627319606.047113180,2.600189940
1627319606.057145834,2.600163808
1627319606.067349672,2.600169638
1627319606.077214003,2.600145642
1627319606.087155581,2.600120335
1627319606.097293139,2.600135833
1627319606.107076168,2.600115715
1627319606.117367506,2.600120860
1627319606.127128601,2.600124710
1627319606.137433290,2.600145055
1627319606.147304773,2.600123532
1627319606.157159805,2.600134134
1627319606.167380095,2.600150268
1627319606.177292109,2.600173917
1627319606.187216043,2.600145683
1627319606.197545767,2.600149402
1627319606.207318544,2.600161835
1627319606.217245102,2.600175769
1627319606.227280140,2.600168622
1627319606.237625837,2.600181112
1627319606.247267962,2.600187623
1627319606.257199764,2.600194412
1627319606.267271280,2.600182438
1627319606.277342319,2.600192419
1627319606.287477016,2.600228236
1627319606.297276735,2.600210315
1627319606.307328224,2.600245366
1627319606.317285299,2.600233581
1627319606.327091932,2.600235652
1627319606.337361097,2.600250149
1627319606.347110033,2.600272121
1627319606.357124090,2.600269684
1627319606.367319584,2.600279439
1627319606.377191305,2.600294120
1627319606.387131453,2.600281361
1627319606.397248745,2.600300252
1627319606.407277822,2.600273404
1627319606.417277575,2.600293070
1627319606.427251577,2.600272326
1627319606.437290907,2.600283935
1627319606.447273970,2.600269619
1627319606.457256317,2.600280777
1627319606.467259645,2.600279698
1627319606.477130890,2.600278294
1627319606.487312078,2.600245828
1627319606.497257471,2.600253551
1627319606.507185698,2.600258506
1627319606.517367601,2.600257014
1627319606.527339220,2.600251769
1627319606.537305832,2.600255534
1627319606.547252178,2.600236627
1627319606.557319641,2.600249443
1627319606.567184448,2.600239729
1627319606.577099562,2.600242944
1627319606.587030172,2.600231936
1627319606.597259998,2.600242808
1627319606.607168198,2.600236707
1627319606.617183447,2.600257968
1627319606.627251387,2.600251043
1627319606.637405157,2.600275052
1627319606.647251844,2.600266893
1627319606.657286882,2.600283869
1627319606.667307854,2.600297904
1627319606.677258015,2.600302756
1627319606.687233925,2.600293768
1627319606.697206497,2.600316408
1627319606.707109451,2.600316646
1627319606.717280626,2.600316453
1627319606.727188826,2.600339407
1627319606.737200499,2.600336915
1627319606.747178078,2.600339944
1627319606.757283211,2.600365472
1627319606.767152786,2.600382043
1627319606.777427197,2.600368112
1627319606.787292242,2.600396673
1627319606.797168016,2.600365516
1627319606.807270765,2.600380611
1627319606.817225456,2.600370840
1627319606.827200890,2.600387825
1627319606.837383747,2.600385177
1627319606.847070217,2.600385744
1627319606.857277632,2.600380860
1627319606.867121220,2.600379304
1627319606.877263308,2.600398786
1627319606.887195826,2.600394658
1627319606.897263050,2.600410698
1627319606.907255650,2.600387318
1627319606.917263508,2.600388266
1627319606.927178621,2.600369679
1627319606.937384844,2.600377681
1627319606.947225094,2.600384519
1627319606.957157612,2.600357102
1627319606.967246294,2.600378288
1627319606.977213383,2.600365735
1627319606.987174273,2.600374357
1627319606.997161865,2.600378743
1627319607.007091284,2.600381341
1627319607.017388105,2.600377185
1627319607.027323961,2.600374716
1627319607.037372351,2.600377600
1627319607.047211647,2.600386045
1627319607.057304621,2.600399235
1627319607.067266464,2.600410646
1627319607.077238321,2.600398658
1627319607.087177277,2.600404957
1627319607.097163439,2.600403156
1627319607.107270718,2.600413563
1627319607.117244959,2.600398411
1627319607.127176523,2.600411872
1627319607.137104988,2.600422567
1627319607.147427320,2.600405469
1627319607.157264233,2.600409266
1627319607.167130709,2.600443316
1627319607.177235365,2.600423201
1627319607.187162399,2.600435568
1627319607.197462082,2.600427451
1627319607.207241297,2.600445197
1627319607.217220783,2.600455699
1627319607.227260828,2.600449660
1627319607.237671614,2.600464283
1627319607.247284651,2.600485174
1627319607.257324696,2.600472177
1627319607.267268896,2.600463187
1627319607.277542114,2.600453874
1627319607.287144661,2.600450963
1627319607.297299385,2.600438872
1627319607.307223320,2.600441912
1627319607.317192793,2.600444046
1627319607.327290297,2.600439909
1627319607.337281466,2.600431556
1627319607.347255468,2.600415444
1627319607.357127190,2.600413949
1627319607.367590666,2.600432981
1627319607.377286434,2.600433452
1627319607.387180328,2.600423731
1627319607.397237539,2.600430042
1627319607.407216072,2.600416944
1627319607.417351246,2.600422525
1627319607.427318573,2.600425702
1627319607.437286377,2.600421956
1627319607.447256088,2.600421597
1627319607.457115889,2.600433987
1627319607.467260838,2.600436097
1627319607.477309465,2.600468270
1627319607.487166405,2.600442495
1627319607.497271299,2.600444091
1627319607.507250547,2.600439384
1627319607.517197847,2.600466614
1627319607.527112484,2.600460860
1627319607.537333965,2.600419098
1627319607.547225952,2.600435398
1627319607.557135582,2.600454038
1627319607.567069530,2.600446441
1627319607.577223539,2.600469660
1627319607.587145805,2.600463947
1627319607.597263813,2.600458191
1627319607.607272148,2.600490705
1627319607.617189169,2.600466700
1627319607.627129555,2.600494028
1627319607.637130260,2.600460212
1627319607.647223711,2.600485142
1627319607.657287359,2.600476883
1627319607.667254448,2.600489383
1627319607.677206993,2.600470093
1627319607.687177658,2.600474465
1627319607.697254181,2.600479538
1627319607.707219839,2.600482543
1627319607.717173815,2.600471367
1627319607.727120638,2.600485356
1627319607.737277985,2.600491107
1627319607.747249603,2.600487329
1627319607.757158518,2.600483096
1627319607.767287016,2.600481498
1627319607.777580023,2.600483299
1627319607.787374735,2.600484764
1627319607.797217131,2.600460432
1627319607.807217836,2.600471038
1627319607.817155838,2.600483685
1627319607.827096701,2.600470196
1627319607.837327957,2.600475172
1627319607.847216606,2.600463438
1627319607.857130766,2.600456264
1627319607.867219925,2.600473116
1627319607.877180099,2.600461440
1627319607.887267590,2.600464292
1627319607.897320509,2.600462392
1627319607.907179594,2.600477287
1627319607.917134523,2.600464342
1627319607.927226067,2.600488114
1627319607.937171698,2.600475753
1627319607.947222948,2.600499103
1627319607.957287073,2.600491257
1627319607.967272997,2.600482308
1627319607.977187872,2.600480869
1627319607.987113476,2.600486741
1627319607.997291327,2.600497206
1627319608.007516146,2.600496881
1627319608.017144918,2.600495699
1627319608.027360201,2.600498065
1627319608.037244558,2.600529161
1627319608.047369719,2.600510510
1627319608.057110310,2.600509709
1627319608.067208290,2.600511313
1627319608.077162981,2.600513725
1627319608.087298870,2.600513682
1627319608.097246647,2.600510513
1627319608.107204914,2.600541577
1627319608.117263079,2.600521707
1627319608.127279520,2.600514457
1627319608.137209892,2.600531883
1627319608.147030592,2.600524912
1627319608.157268047,2.600517520
1627319608.167224169,2.600520196
1627319608.177147865,2.600513549
1627319608.187121153,2.600523615
1627319608.197545052,2.600534680
1627319608.207154751,2.600512967
1627319608.217279434,2.600536062
1627319608.227198839,2.600529639
1627319608.237445354,2.600531317
1627319608.247303486,2.600533246
1627319608.257301807,2.600524784
1627319608.267316818,2.600531992
1627319608.277644157,2.600531284
1627319608.287225723,2.600531925
1627319608.297386408,2.600540548
1627319608.307317495,2.600560174
1627319608.317279339,2.600534390
1627319608.327231884,2.600541842
1627319608.337324858,2.600531512
1627319608.347164392,2.600540549
1627319608.357094765,2.600548251
1627319608.367196798,2.600559851
1627319608.377163172,2.600560453
1627319608.387266397,2.600557944
1627319608.397250175,2.600560897
1627319608.407146454,2.600566807
1627319608.417099714,2.600564009
1627319608.427049637,2.600552201
1627319608.437296629,2.600575692
1627319608.447192669,2.600565241
1627319608.457087755,2.600569069
1627319608.467216253,2.600568051
1627319608.477273941,2.600587041
1627319608.487280846,2.600578911
1627319608.505018950,2.600570452
1627319608.507293701,2.600573235
1627319608.517372608,2.600564162
1627319608.527252674,2.600582882
1627319608.537202358,2.600593241
1627319608.547239304,2.600585610
1627319608.557285309,2.600586428
1627319608.567233086,2.600583078
1627319608.577292681,2.600598042
1627319608.587297678,2.600600135
1627319608.597291946,2.600579412
1627319608.607197046,2.600590371
1627319608.617286444,2.600603394
1627319608.627213717,2.600600664
1627319608.637234211,2.600595082
1627319608.647372007,2.600586831
1627319608.657233000,2.600577972
1627319608.667187929,2.600603324
1627319608.677272081,2.600590752
1627319608.687237263,2.600577473
1627319608.697265148,2.600594626
1627319608.707126856,2.600604292
1627319608.717249155,2.600614191
1627319608.727176666,2.600608032
1627319608.737148523,2.600606398
1627319608.747304201,2.600591327
1627319608.757227182,2.600605787
1627319608.767297745,2.600628389
1627319608.777586460,2.600627614
1627319608.787251472,2.600607478
1627319608.797182798,2.600634011
1627319608.807394981,2.600613156
1627319608.817285299,2.600624234
1627319608.827180862,2.600625987
1627319608.837304354,2.600615725
1627319608.846914053,2.600606024
1627319608.857352257,2.600628478
1627319608.867174387,2.600628538
1627319608.877259970,2.600622880
1627319608.887224197,2.600609245
1627319608.897302151,2.600643995
1627319608.907142639,2.600633091
1627319608.917146921,2.600641276
1627319608.927212000,2.600654803
1627319608.937168598,2.600630443
1627319608.947369337,2.600660331
1627319608.957215309,2.600652376
1627319608.967279911,2.600656990
1627319608.977308750,2.600654068
1627319608.987215996,2.600648605
1627319608.997205257,2.600650803
1627319609.007630587,2.600681005
1627319609.017356634,2.600659603
1627319609.027307510,2.600666135
1627319609.037300348,2.600659008
1627319609.047285318,2.600661433
1627319609.057200909,2.600682146
1627319609.067319870,2.600663651
1627319609.077251911,2.600670993
1627319609.087197542,2.600677079
1627319609.097196579,2.600688561
1627319609.107271671,2.600678843
1627319609.117265224,2.600696261
1627319609.127148628,2.600661088
1627319609.137133837,2.600675241
1627319609.147082329,2.600678856
1627319609.157161951,2.600696768
1627319609.167251825,2.600683481
1627319609.177212000,2.600689117
1627319609.187167406,2.600702183
1627319609.197616339,2.600701626
1627319609.207204819,2.600711715
1627319609.217164993,2.600709465
1627319609.227261543,2.600684033
1627319609.237552404,2.600693895
1627319609.247302771,2.600714250
1627319609.257288694,2.600693949
1627319609.267368317,2.600693050
1627319609.277637959,2.600693713
1627319609.287309170,2.600676014
1627319609.297288656,2.600712805
1627319609.307328463,2.600718952
1627319609.317165136,2.600724790
1627319609.327086210,2.600704059
1627319609.337376356,2.600712600
1627319609.347401142,2.600712079
1627319609.357295513,2.600732439
1627319609.367328405,2.600735298
1627319609.377217054,2.600721719
1627319609.387273073,2.600747912
1627319609.397139549,2.600758028
1627319609.407203197,2.600747596
1627319609.417157412,2.600744332
1627319609.427103758,2.600767057
1627319609.437220573,2.600777792
1627319609.447251081,2.600789661
1627319609.457300663,2.600779313
1627319609.467248201,2.600785372
1627319609.477190018,2.600777985
1627319609.487148285,2.600783507
1627319609.497306347,2.600792011
1627319609.507235527,2.600773709
1627319609.517170191,2.600807151
1627319609.527377605,2.600792216
1627319609.537247896,2.600805553
1627319609.547312498,2.600812021
1627319609.557121038,2.600813838
1627319609.567100048,2.600808554
1627319609.577309370,2.600809049
1627319609.587282658,2.600816045
1627319609.597280025,2.600801565
1627319609.607198715,2.600801318
1627319609.617321253,2.600812062
1627319609.627250910,2.600818948
1627319609.637258768,2.600817893
1627319609.647209644,2.600828728
1627319609.657109022,2.600829127
1627319609.667159319,2.600809195
1627319609.677272797,2.600839287
1627319609.687242031,2.600839703
1627319609.697308302,2.600863834
1627319609.707198858,2.600840510
1627319609.717266083,2.600832795
1627319609.727307081,2.600852563
1627319609.737229109,2.600848465
1627319609.747192144,2.600861793
1627319609.757252216,2.600864614
1627319609.767208099,2.600869997
1627319609.777642250,2.600865750
1627319609.787304640,2.600858425
1627319609.797269821,2.600864331
1627319609.807352781,2.600852978
1627319609.817291260,2.600877612
1627319609.827265739,2.600879452
1627319609.837231874,2.600852980
1627319609.847239494,2.600866113
1627319609.857262611,2.600869978
1627319609.867235422,2.600864347
1627319609.877192259,2.600878578
1627319609.887254953,2.600880204
1627319609.897286415,2.600880029
1627319609.907201767,2.600883241
1627319609.917139769,2.600891879
1627319609.927091599,2.600896901
1627319609.937228441,2.600913382
1627319609.947237492,2.600918772
1627319609.957129002,2.600914129
1627319609.967223167,2.600927351
1627319609.977191687,2.600937812
1627319609.987276316,2.600926573
1627319609.997287989,2.600934453
1627319610.007564068,2.600928320
1627319610.017313242,2.600943833
1627319610.027236223,2.600950324
1627319610.037247896,2.600936206
1627319610.047326088,2.600937190
1627319610.057291269,2.600961434
1627319610.067254782,2.600971189
1627319610.077179432,2.600959602
1627319610.087100744,2.600956907
1627319610.097276211,2.600933621
1627319610.107185364,2.600953488
1627319610.117114544,2.600950255
1627319610.127222538,2.600946742
1627319610.137206078,2.600945972
1627319610.147183657,2.600956002
1627319610.157250643,2.600959387
1627319610.167219162,2.600937650
1627319610.177174091,2.600947388
1627319610.187092304,2.600959521
1627319610.197384834,2.600961712
1627319610.207310438,2.600972603
1627319610.217255831,2.600972046
1627319610.227315426,2.601000577
1627319610.237569809,2.600993585
1627319610.247376680,2.600996464
1627319610.257223129,2.601018615
1627319610.267491579,2.601026732
1627319610.277735949,2.601012997
1627319610.287364006,2.601004080
1627319610.297358513,2.601001439
1627319610.307288885,2.601009416
1627319610.317328691,2.601004122
1627319610.327172995,2.601024427
1627319610.337314844,2.601013251
1627319610.347296953,2.601009640
1627319610.357191324,2.601008484
1627319610.367287397,2.601007974
1627319610.377243757,2.601000086
1627319610.387206793,2.600996380
1627319610.397280216,2.601006234
1627319610.407274008,2.601048162
1627319610.417303562,2.601020744
1627319610.427226067,2.601051343
1627319610.437223911,2.601030102
1627319610.447425127,2.601049348
1627319610.457379580,2.601068830
1627319610.467367172,2.601053492
1627319610.477373838,2.601066804
1627319610.487316132,2.601049154
1627319610.497323990,2.601069422
1627319610.507237911,2.601066171
1627319610.517331600,2.601071575
1627319610.527226925,2.601081061
1627319610.537208796,2.601069350
1627319610.547380686,2.601082552
1627319610.557231188,2.601065025
1627319610.567365885,2.601056221
1627319610.577287674,2.601060946
1627319610.587239027,2.601055911
1627319610.597266197,2.601080271
1627319610.607119322,2.601066934
1627319610.617116690,2.601065700
1627319610.627319098,2.601063524
1627319610.637190342,2.601073208
1627319610.647241592,2.601063709
1627319610.657359362,2.601066459
1627319610.667215824,2.601075129
1627319610.677258492,2.601060103
1627319610.687190294,2.601064868
1627319610.697253942,2.601090741
1627319610.707112312,2.601085696
1627319610.717317581,2.601087826
1627319610.727289915,2.601086167
1627319610.737376690,2.601106457
1627319610.747451544,2.601120826
1627319610.757176638,2.601109463
1627319610.767360449,2.601124308
1627319610.777582407,2.601114745
1627319610.787206173,2.601121075
1627319610.797193766,2.601104419
1627319610.807355642,2.601134201
1627319610.817250729,2.601128578
1627319610.827297211,2.601132386
1627319610.837192297,2.601151162
1627319610.847381592,2.601139530
1627319610.857315302,2.601149158
1627319610.867203236,2.601161903
1627319610.877092838,2.601165497
1627319610.887269258,2.601158922
1627319610.897286892,2.601155128
1627319610.907334805,2.601155347
1627319610.917056322,2.601164095
1627319610.927306175,2.601159688
1627319610.937366962,2.601165394
1627319610.947302103,2.601181419
1627319610.957227945,2.601190744
1627319610.967319489,2.601197392
1627319610.977348566,2.601196027
1627319610.987223148,2.601222596
1627319610.997344732,2.601223540
1627319611.007648706,2.601244361
1627319611.017408848,2.601247290
1627319611.027220726,2.601262364
1627319611.037186146,2.601237999
1627319611.047456980,2.601244388
1627319611.057349443,2.601252410
1627319611.067288160,2.601245352
1627319611.077265739,2.601246642
1627319611.087223053,2.601256550
1627319611.097233057,2.601254235
1627319611.107331276,2.601263458
1627319611.117222786,2.601262494
1627319611.127201319,2.601245756
1627319611.137193441,2.601263176
1627319611.147301912,2.601279172
1627319611.157191515,2.601275448
1627319611.167170048,2.601272738
1627319611.177258492,2.601273623
1627319611.187034607,2.601301053
1627319611.197510004,2.601302858
1627319611.207119942,2.601311260
1627319611.217243671,2.601317817
1627319611.227163792,2.601324672
1627319611.237527132,2.601327301
1627319611.247424841,2.601336517
1627319611.257321119,2.601369651
1627319611.267159700,2.601349540
1627319611.277655840,2.601357769
1627319611.287468672,2.601357256
1627319611.297316313,2.601383549
1627319611.307236433,2.601386299
1627319611.317344189,2.601388980
1627319611.327303648,2.601376663
1627319611.337157726,2.601370137
1627319611.347322226,2.601398638
1627319611.357302427,2.601388151
1627319611.367303610,2.601376405
1627319611.377228022,2.601387224
1627319611.387194872,2.601389861
1627319611.397168398,2.601389141
1627319611.407312870,2.601394679
1627319611.417209148,2.601414962
1627319611.427246094,2.601416178
1627319611.437339783,2.601419554
1627319611.447234869,2.601409936
1627319611.457299232,2.601431212
1627319611.467176676,2.601439284
1627319611.477257490,2.601443538
1627319611.487184048,2.601435184
1627319611.497181416,2.601448166
1627319611.507258892,2.601465045
1627319611.517217159,2.601463954
1627319611.527274370,2.601491249
1627319611.537388086,2.601494324
1627319611.547296524,2.601482717
1627319611.557313681,2.601495452
1627319611.567295074,2.601479934
1627319611.577257633,2.601494127
1627319611.587232351,2.601492658
1627319611.597187519,2.601502117
1627319611.607256651,2.601499812
1627319611.617214918,2.601515132
1627319611.627164364,2.601509501
1627319611.637289524,2.601505726
1627319611.647318125,2.601496921
1627319611.657278538,2.601508705
1627319611.667176723,2.601523035
1627319611.677236080,2.601537834
1627319611.687175035,2.601521689
1627319611.697301865,2.601511668
1627319611.707188606,2.601512961
1627319611.717199326,2.601540830
1627319611.727139473,2.601522530
1627319611.737277985,2.601542407
1627319611.747294664,2.601533948
1627319611.757328749,2.601558018
1627319611.767151594,2.601560962
1627319611.777483940,2.601561335
1627319611.787374258,2.601548825
1627319611.797395468,2.601558728
1627319611.807328224,2.601563930
1627319611.817418098,2.601576086
1627319611.827233315,2.601559947
1627319611.837322950,2.601588958
1627319611.847237825,2.601562485
1627319611.857186794,2.601592477
1627319611.867337704,2.601587044
1627319611.877273560,2.601571992
1627319611.887223721,2.601581342
1627319611.897324324,2.601583078
1627319611.907126904,2.601605109
1627319611.917211533,2.601609040
1627319611.927204847,2.601602083
1627319611.937187672,2.601572446
1627319611.947304249,2.601586641
1627319611.957308531,2.601583463
1627319611.967175961,2.601579317
1627319611.977259398,2.601586771
1627319611.987311602,2.601571445
1627319611.997174025,2.601559748
1627319612.007300138,2.601551855
1627319612.017243385,2.601502926
1627319612.027350187,2.601458264
1627319612.037351370,2.601399543
1627319612.047282696,2.601339251
1627319612.057275295,2.601262946
1627319612.067131996,2.601204505
1627319612.077110767,2.601126754
1627319612.087270260,2.601029298
1627319612.097341537,2.600944487
1627319612.107306719,2.600873041
1627319612.117226839,2.600791046
1627319612.127185822,2.600692707
1627319612.137335539,2.600615117
1627319612.147323608,2.600552594
1627319612.157195330,2.600468709
1627319612.167306662,2.600350801
1627319612.177124977,2.600274845
1627319612.187208652,2.600186067
1627319612.197551966,2.600089864
1627319612.207304239,2.600018376
1627319612.217303753,2.599904345
1627319612.227199078,2.599784286
1627319612.237547159,2.599704561
1627319612.247434616,2.599582088
1627319612.257238388,2.599462354
1627319612.267170191,2.599338257
1627319612.277357817,2.599207802
1627319612.287542582,2.599091813
1627319612.297390223,2.598939571
1627319612.307111979,2.598779548
1627319612.317324638,2.598650520
1627319612.327328205,2.598463322
1627319612.337344408,2.598309743
1627319612.347340345,2.598109552
1627319612.357370853,2.597926856
1627319612.367177725,2.597734520
1627319612.377281904,2.597519400
1627319612.387184620,2.597307426
1627319612.397184849,2.597055848
1627319612.407334328,2.596821372
1627319612.417217016,2.596577084
1627319612.427163839,2.596314888
1627319612.437312603,2.596063214
1627319612.447328091,2.595815522
1627319612.457345724,2.595526417
1627319612.467166901,2.595288818
1627319612.477120876,2.595000759
1627319612.487190247,2.594715458
1627319612.497337580,2.594444650
1627319612.507349730,2.594167268
1627319612.517371178,2.593897469
1627319612.527325392,2.593642394
1627319612.537355900,2.593361523
1627319612.547325134,2.593104976
1627319612.557306051,2.592810028
1627319612.567169666,2.592541986
1627319612.577257395,2.592275513
1627319612.587211370,2.591987661
1627319612.597233057,2.591685705
1627319612.607137680,2.591380814
1627319612.617225647,2.591099677
1627319612.627137423,2.590796314
1627319612.637159109,2.590495451
1627319612.647377014,2.590157595
1627319612.657162428,2.589838095
1627319612.667121887,2.589484939
1627319612.677241564,2.589174874
1627319612.687189341,2.588826954
1627319612.697359085,2.588497788
1627319612.707287788,2.588131190
1627319612.717248201,2.587776907
1627319612.727148533,2.587403198
1627319612.737322092,2.587062864
1627319612.747315168,2.586673038
1627319612.757309675,2.586310931
1627319612.767302513,2.585915851
1627319612.777426481,2.585537468
1627319612.787185192,2.585152175
1627319612.797338247,2.584738113
1627319612.807297468,2.584316083
1627319612.817194700,2.583927318
1627319612.827283144,2.583496882
1627319612.837299347,2.583057410
1627319612.847414732,2.582626843
1627319612.857297659,2.582204613
1627319612.867324352,2.581773300
1627319612.877254009,2.581355319
1627319612.887188435,2.580917288
1627319612.897374153,2.580469783
1627319612.907282591,2.580047270
1627319612.917223215,2.579614465
1627319612.927180767,2.579179048
1627319612.937151432,2.578746064
1627319612.947440386,2.578305759
1627319612.957180262,2.577865414
1627319612.967147112,2.577436338
1627319612.977261305,2.577009216
1627319612.987193346,2.576560185
1627319612.997173071,2.576135743
1627319613.007637739,2.575706691
1627319613.017375708,2.575298001
1627319613.027162313,2.574870478
1627319613.037324429,2.574480081
1627319613.047281981,2.574090768
1627319613.057336092,2.573688672
1627319613.067348003,2.573306319
1627319613.077253103,2.572918642
1627319613.087212324,2.572536916
1627319613.097337961,2.572199562
1627319613.107269526,2.571817753
1627319613.117237091,2.571491034
1627319613.127194643,2.571155006
1627319613.137327671,2.570831774
1627319613.147236586,2.570503980
1627319613.157164335,2.570186810
1627319613.167323112,2.569870266
1627319613.177259207,2.569570629
1627319613.187220335,2.569252783
1627319613.197593927,2.568936332
1627319613.207233191,2.568656713
1627319613.217181683,2.568368358
1627319613.227300167,2.568072576
1627319613.237649202,2.567821347
1627319613.247262239,2.567511157
1627319613.257398129,2.567259003
1627319613.267348051,2.566981356
1627319613.277586222,2.566694015
1627319613.287315607,2.566450132
1627319613.297173738,2.566190947
1627319613.307282925,2.565940387
1627319613.317332506,2.565639109
1627319613.327168941,2.565425186
1627319613.337171555,2.565164950
1627319613.347345829,2.564907546
1627319613.357345819,2.564683500
1627319613.367322445,2.564456833
1627319613.377286911,2.564224444
1627319613.387331963,2.563987104
1627319613.397320032,2.563762572
1627319613.407255411,2.563550366
1627319613.417170048,2.563346401
1627319613.427337646,2.563144181
1627319613.437198162,2.562946743
1627319613.447378635,2.562753844
1627319613.457302570,2.562575707
1627319613.467230082,2.562380706
1627319613.477217674,2.562240747
1627319613.487309694,2.562085014
1627319613.497246742,2.561931832
1627319613.507201195,2.561792487
1627319613.517174959,2.561667126
1627319613.527398109,2.561555731
1627319613.537398338,2.561469564
1627319613.547251225,2.561364318
1627319613.557145119,2.561258809
1627319613.567363262,2.561200841
1627319613.577294111,2.561117572
1627319613.587334394,2.561036113
1627319613.597258568,2.561021700
1627319613.607192755,2.560947588
1627319613.617256880,2.560893903
1627319613.627271175,2.560884993
1627319613.637262583,2.560836353
1627319613.647203922,2.560826113
1627319613.657282114,2.560818036
1627319613.667237282,2.560807634
1627319613.677177191,2.560799545
1627319613.687107801,2.560820350
1627319613.697295904,2.560857310
1627319613.707188129,2.560890921
1627319613.717129230,2.560936418
1627319613.727267265,2.560975599
1627319613.737233639,2.561050821
1627319613.747308731,2.561125236
1627319613.757278442,2.561196308
1627319613.767241716,2.561282887
1627319613.777653217,2.561386173
1627319613.787402153,2.561509446
1627319613.797367573,2.561594932
1627319613.807335377,2.561729957
1627319613.817124128,2.561845100
1627319613.827259779,2.561990309
1627319613.837251425,2.562159536
1627319613.847315550,2.562342132
1627319613.857080698,2.562500347
1627319613.867358446,2.562711945
1627319613.877304316,2.562883943
1627319613.887223244,2.563037358
1627319613.897166967,2.563248598
1627319613.907303572,2.563400674
1627319613.917294502,2.563577819
1627319613.927263260,2.563758683
1627319613.937211037,2.563954991
1627319613.947372198,2.564138856
1627319613.957279205,2.564343697
1627319613.967336893,2.564568630
1627319613.977369308,2.564789092
1627319613.987306595,2.565038149
1627319613.997204542,2.565280559
1627319614.007634401,2.565532650
1627319614.017402887,2.565804328
1627319614.027373075,2.566077355
1627319614.037396193,2.566358699
1627319614.047539949,2.566648159
1627319614.057303667,2.566929333
1627319614.067302227,2.567236095
1627319614.077302933,2.567547552
1627319614.087241650,2.567857833
1627319614.097178221,2.568159870
1627319614.107257843,2.568479981
1627319614.117262840,2.568821877
1627319614.127135277,2.569137671
1627319614.137320757,2.569489786
1627319614.147294044,2.569798786
1627319614.157299280,2.570130625
1627319614.167129755,2.570481956
1627319614.177103996,2.570814251
1627319614.187163353,2.571123273
1627319614.197470903,2.571449098
