time,ax,ay,az,rx,ry,rz,qx,qy,qz,qw
1627319604.8871667,0.0671091992401487,0.10006723526965997,9.809097426090725,0.00014050300855954047,0.00016489353304046989,1.5379095152063437e-05,-0.004423108760937571,-0.003784300015148065,0.9640703868725122,0.26558313962530894
1627319604.8973005,0.06738147342850595,0.1000657750143942,9.80887892866094,0.0001302748093113916,0.00013525113371054516,5.038179309649488e-05,-0.004423021085221332,-0.003784126869526886,0.9640704611169539,0.2655828740284863
1627319604.9072528,0.06708245279065217,0.09997365362088106,9.809372578545553,0.00010312305526835538,0.0001508563466361151,0.00012283854379497997,-0.0044231035735501426,-0.003783886019448819,0.9640706414382127,0.2655822215389826
1627319604.9171443,0.06684504517223362,0.09975556790108867,9.808474487794971,0.0001037425880095014,0.00016872812019571434,0.00013837488885272284,-0.004423310030774213,-0.0037834638680153227,0.9640708534667797,0.26558145448942616
1627319604.9272945,0.0662976698139603,0.09913884761491268,9.808168013105377,8.536472251255237e-05,0.00017673827047020902,0.0001382400406852599,-0.0044236151181352565,-0.0037829663909464606,0.9640710826747919,0.26558062448723796
1627319604.9372795,0.06568333875233386,0.09844809325330256,9.807454544925786,0.00014254570452511335,9.323885477430193e-05,0.00013267860667673265,-0.004423477473230477,-0.0037822002759926193,0.9640713058516437,0.26557982753157977
1627319604.9472253,0.06559416636843489,0.09803134650458653,9.806645458316344,0.00010446483460354672,8.252946705043467e-05,0.00011386618217564987,-0.004423371136083253,-0.003781530395437955,0.9640715066933649,0.26557910979677346
1627319604.9571443,0.06522841300416615,0.09790568816181566,9.806734212503471,0.00011115085422418752,4.251799754943249e-05,0.0001415766825838769,-0.004423092772902209,-0.0037807974243589827,0.9640717542731486,0.26557822612661347
1627319604.9672594,0.06535417286144113,0.09761538209391091,9.805465170482421,9.29301403108693e-05,-4.328618835708261e-05,0.0001176586869936817,-0.004422463873056683,-0.003780198175896503,0.9640719646954763,0.2655774812911087
1627319604.9772382,0.0649787298055038,0.09725890972179649,9.80500571198534,0.0001528338437620231,-7.664670932494428e-05,5.12968378238222e-05,-0.0044216203285412144,-0.00377929021342151,0.9640720889990468,0.2655770570454916
1627319604.987317,0.06503019063349076,0.09693180357308562,9.804854026577974,0.00016874162345985474,-0.0001089664231404979,5.5855748956974984e-05,-0.0044206157302730765,-0.0037782865286064135,0.9640722263609699,0.2655765894373341
1627319604.997126,0.0654395402045259,0.09692700373176781,9.804018403342788,0.00015027603600571205,-8.196476396268363e-05,0.00016318181137080277,-0.004419790951465257,-0.0037772919146341457,0.9640724997156473,0.2655756250057047
1627319605.00775,0.0650707137278862,0.09632174072343373,9.803544600305965,0.0001991202817612066,-5.148523809234206e-05,0.0001489793100691812,-0.0044190776348153335,-0.003775968162906684,0.9640727565675283,0.2655747233705024
1627319605.0173075,0.06428610054208192,0.09559711332018109,9.802292846739569,0.00019800927093840433,-6.875956048759743e-05,0.00012314366443854413,-0.0044183123357170555,-0.0037746158058470387,0.9640729838961845,0.26557393009638053
1627319605.0272956,0.06269864566438771,0.09500160417724762,9.801785058317986,0.0001861132412031038,-8.330452502310251e-05,0.00013176540928473598,-0.004417502038000736,-0.003773325344949218,0.9640732149193494,0.26557312323334425
1627319605.0372825,0.06208716746383473,0.0944551912204853,9.801316715088104,0.00016513040653870704,-0.00012206343197013104,0.0001560646001496673,-0.004416554027163214,-0.003772170653252221,0.9640734774484261,0.2655722023760163
1627319605.0472271,0.06140826549222551,0.09406276888478413,9.800497030394865,0.0002437626430793069,-0.00014397849928027284,5.9855065169417174e-05,-0.004415411567783213,-0.003770616795977946,0.9640736190402044,0.265571729442854
1627319605.057282,0.06035981831601053,0.09383804526110852,9.801147954093299,0.00026328726408307096,-8.317458365710337e-05,1.3555120130668225e-05,-0.0044145436719797235,-0.0037688910312157747,0.9640736909741447,0.26557150731300905
1627319605.0674157,0.06041932106721282,0.09394481970400823,9.800980965622312,0.0002562176508070806,-1.1370177256182606e-05,5.833213785329838e-05,-0.004414027625137306,-0.0037670940929065535,0.9640738198201428,0.265571073677855
1627319605.0772185,0.06061338862153409,0.09395108549421002,9.800951289322885,0.0002347177377707638,2.3827484207765115e-05,7.49570446827237e-05,-0.004413726022328784,-0.0037653156544169945,0.9640739756217053,0.26557053836896083
1627319605.0872734,0.06125373189096324,0.09380364040335132,9.80189547912785,0.0002450712942820082,-1.5678345464212638e-05,0.00010472756794800867,-0.004413211341379608,-0.003763567417562563,0.9640741661693708,0.2655698799799673
1627319605.0972996,0.06129480321133532,0.09376777731071605,9.801694072385303,0.0002498570405754507,-8.975453102663244e-05,5.0921134673692604e-05,-0.004412335586509202,-0.0037618968811698704,0.9640742815831034,0.26556949929267354
1627319605.107235,0.06145597625507678,0.09367699663896577,9.80185340146141,0.00022076481052910778,-7.691236914468368e-05,5.1974272957055884e-05,-0.0044115690045684035,-0.0037603214028145014,0.9640744022372681,0.2655690964681767
1627319605.117353,0.06199401441339636,0.09366541297791509,9.801859122874253,0.00018234740722363005,-2.337580791226963e-05,6.202898068949288e-05,-0.004411118186411456,-0.0037588892727821,0.9640745265120074,0.265568673163311
1627319605.1270938,0.06181424259680682,0.09346955945081839,9.802081405195443,0.00011773956120305731,-2.792797095841471e-05,5.6129671388461615e-05,-0.004410731331500747,-0.0037577851746601106,0.9640746420742572,0.2655682757596743
1627319605.1372263,0.06225459937002557,0.09280438628936927,9.802815389649416,9.403344130523809e-05,-4.310010241101506e-06,-4.760648854392499e-06,-0.00441049535371001,-0.003756745306668035,0.9640746775067299,0.26556816576372183
1627319605.147178,0.0624611796460319,0.09273661849217477,9.802631961222332,3.0395972310035074e-05,3.293191174818235e-05,4.0208463713069915e-05,-0.004410517796374743,-0.0037559929598743737,0.9640747634126507,0.2655678641152637
1627319605.1571379,0.06344596805194161,0.09234068023518707,9.803702315264541,4.655269417951383e-05,2.0388453507971657e-05,2.7362497867568596e-06,-0.004410464241692722,-0.0037551927007985707,0.9640747989752343,0.2655677471167574
1627319605.1672976,0.06497653355251193,0.09248582661584165,9.804652439159897,5.453355464143758e-05,2.0786999183363148e-05,6.388453906495537e-06,-0.004410407756300956,-0.0037543350694990993,0.9640748446981955,0.26556759415715847
1627319605.1772988,0.06604700382005223,0.09208661292344918,9.804842789047441,4.533498463738098e-05,1.1861360501371197e-05,-0.0001135733874231182,-0.004410325276961616,-0.0037535470117908837,0.9640747246151133,0.265568042603823
1627319605.1872716,0.0679930998133998,0.09142830876999068,9.806407737311051,6.068010862224948e-06,8.101250591086007e-05,-9.954510441442902e-05,-0.004410623018731305,-0.0037528678339908794,0.9640746213615442,0.26556842208628756
1627319605.197509,0.06895393766262851,0.09119020455060214,9.806890030410376,-4.407049971277512e-05,0.00012346803584304284,-9.574716494816067e-05,-0.004411203188125933,-0.0037523670986687402,0.9640745244081625,0.26556877144469654
1627319605.2073646,0.06990826582003118,0.09076893537353055,9.807666027334161,-0.00013984968317620874,0.00013086948687884766,-5.2985611475261e-05,-0.0044119315987444455,-0.0037523676674971456,0.9640744761411199,0.26556893443996177
1627319605.217202,0.06977550557756115,0.0903329113408842,9.808449423747778,-0.00017278142659354502,0.00020070475084838874,-3.620650315576492e-05,-0.0044130316432082345,-0.003752469880889313,0.9640744455738234,0.26556902565594626
1627319605.227278,0.06890182650959725,0.08989389730750441,9.808718035219783,-0.0002459482434677047,0.00015736895494833342,-6.333635285556652e-06,-0.004414013388560687,-0.0037529888879853125,0.9640744555443232,0.2655689658159797
1627319605.2375495,0.0690488337836043,0.08955711746276773,9.809780759125658,-0.0003073468277359189,0.00011792701000338283,-1.7010689385688486e-06,-0.004414887876292202,-0.0037539100708297935,0.9640744652716751,0.2655689029817624
1627319605.2474084,0.06813730142747321,0.09012315482840871,9.810361292172812,-0.0002924160545735981,7.75013182203114e-05,4.74235855705395e-05,-0.004415531897893036,-0.0037548576410285405,0.9640745361137274,0.2655686217194483
1627319605.2572863,0.06751266608557889,0.09065902662529113,9.81140806305631,-0.000307899132732397,2.403957407644152e-05,5.5430945560013896e-05,-0.00441593413407898,-0.003755976647944732,0.9640746177462804,0.265568302829322
1627319605.2673092,0.0667415211704616,0.0918081093618933,9.812263551317997,-0.00031080956730062737,-6.0885344605503e-05,1.7775413123212396e-05,-0.004415933571549185,-0.00375724979954093,0.9640746435239456,0.2655681912168975
