timestamp,camera_front
1627319608.806343079,0
1627319608.828619957,1
1627319608.862686872,2
1627319608.896415949,3
1627319608.929288149,4
1627319608.963157892,5
1627319608.995826960,6
1627319609.029740095,7
1627319609.062510967,8
1627319609.096411943,9
1627319609.129252911,10
1627319609.163134098,11
1627319609.195873976,12
1627319609.229799032,13
1627319609.262557030,14
1627319609.296348095,15
1627319609.329189062,16
1627319609.363060951,17
1627319609.395778894,18
1627319609.429680109,19
1627319609.462538958,20
1627319609.496339083,21
1627319609.529168844,22
1627319609.563165903,23
1627319609.595827818,24
1627319609.629734039,25
1627319609.662575006,26
1627319609.696342945,27
1627319609.729117870,28
1627319609.763119936,29
1627319609.795828819,30
1627319609.829722166,31
1627319609.862555027,32
1627319609.896406174,33
1627319609.929227829,34
1627319609.963181019,35
1627319609.995828867,36
1627319610.029658079,37
1627319610.062464952,38
1627319610.096225023,39
1627319610.129117012,40
1627319610.163105011,41
1627319610.195760012,42
1627319610.229721069,43
1627319610.262475967,44
1627319610.296246052,45
1627319610.329078913,46
1627319610.363038063,47
1627319610.395791054,48
1627319610.429716110,49
1627319610.462440014,50
1627319610.496249914,51
1627319610.529211044,52
1627319610.563144922,53
1627319610.595943928,54
1627319610.629927874,55
1627319610.662668943,56
1627319610.696429014,57
1627319610.729228973,58
1627319610.762960911,59
1627319610.795706987,60
1627319610.829679012,61
1627319610.862488031,62
1627319610.896255016,63
1627319610.929193020,64
1627319610.962985039,65
1627319610.995814085,66
1627319611.029688120,67
1627319611.062474966,68
1627319611.096308947,69
1627319611.129105091,70
1627319611.163034916,71
1627319611.195821047,72
1627319611.229642868,73
1627319611.262488127,74
1627319611.296189070,75
1627319611.329007149,76
1627319611.362969875,77
1627319611.395716906,78
1627319611.429653883,79
1627319611.462385893,80
1627319611.496323109,81
1627319611.529119968,82
1627319611.562916994,83
1627319611.595783949,84
1627319611.629647017,85
1627319611.662410975,86
1627319611.696238995,87
1627319611.729130030,88
1627319611.762953043,89
1627319611.795825958,90
1627319611.829715967,91
1627319611.862416029,92
1627319611.896266937,93
1627319611.929126024,94
1627319611.963055134,95
1627319611.995743036,96
1627319612.029752970,97
1627319612.062494993,98
1627319612.096375942,99
1627319612.129191875,100
1627319612.162988186,101
1627319612.195735931,102
1627319612.229828835,103
1627319612.262449980,104
1627319612.296221018,105
1627319612.329176903,106
1627319612.363026857,107
1627319612.395720005,108
1627319612.429608107,109
1627319612.462528944,110
1627319612.496357918,111
1627319612.529144049,112
1627319612.563010931,113
1627319612.595749140,114
1627319612.629673004,115
1627319612.662414074,116
1627319612.696291924,117
1627319612.729083061,118
1627319612.763062000,119
1627319612.795769930,120
1627319612.829643965,121
1627319612.862558126,122
1627319612.896233082,123
1627319612.929051876,124
1627319612.963042974,125
1627319612.995785952,126
1627319613.029658079,127
1627319613.062497139,128
1627319613.096251011,129
1627319613.129066944,130
1627319613.163010836,131
1627319613.195682049,132
1627319613.230157137,133
1627319613.262364149,134
1627319613.296360016,135
1627319613.329102993,136
1627319613.362990141,137
1627319613.395730972,138
1627319613.429975033,139
1627319613.462463140,140
1627319613.496309996,141
1627319613.529118061,142
1627319613.563009024,143
1627319613.595839977,144
1627319613.629563093,145
1627319613.662505150,146
1627319613.696218967,147
1627319613.729048014,148
1627319613.763016939,149
1627319613.795816898,150
1627319613.829677820,151
1627319613.862390041,152
1627319613.896428823,153
1627319613.929142952,154
1627319613.963057995,155
1627319613.995796204,156
1627319614.029659033,157
1627319614.062484980,158
1627319614.096409082,159
1627319614.129055977,160
1627319614.163030148,161
1627319614.195706129,162
1627319614.229707003,163
1627319614.262463093,164
1627319614.296314001,165
1627319614.329036951,166
1627319614.363030195,167
1627319614.395802021,168
1627319614.429641008,169
1627319614.462468863,170
1627319614.496355057,171
1627319614.529191971,172
1627319614.563077927,173
1627319614.595809937,174
1627319614.629934072,175
1627319614.662424088,176
1627319614.696298122,177
1627319614.729163170,178
1627319614.762995005,179
1627319614.795843840,180
1627319614.829705954,181
1627319614.862473011,182
1627319614.896337986,183
1627319614.928976059,184
1627319614.963006973,185
1627319614.995741129,186
1627319615.029635906,187
1627319615.062506914,188
1627319615.096343994,189
1627319615.129142046,190
1627319615.163017035,191
1627319615.195759058,192
1627319615.229676008,193
1627319615.262398958,194
1627319615.296388149,195
1627319615.329138994,196
1627319615.363023996,197
1627319615.395765066,198
1627319615.429685831,199
1627319615.462601900,200
1627319615.496216059,201
1627319615.529129982,202
1627319615.562961817,203
1627319615.595732927,204
1627319615.629603863,205
1627319615.662391901,206
1627319615.696283102,207
1627319615.729132891,208
1627319615.763081074,209
1627319615.795760870,210
1627319615.829650879,211
1627319615.862422943,212
1627319615.896348000,213
1627319615.929111958,214
1627319615.962981939,215
1627319615.995851994,216
1627319616.029666901,217
1627319616.062436819,218
1627319616.096318007,219
1627319616.129083872,220
1627319616.162940025,221
1627319616.195690155,222
1627319616.229700089,223
1627319616.262498140,224
1627319616.296370029,225
1627319616.329138041,226
1627319616.362973928,227
1627319616.395857096,228
1627319616.429579973,229
1627319616.462533951,230
1627319616.496284962,231
1627319616.529152870,232
1627319616.563071966,233
1627319616.595788002,234
1627319616.629740000,235
1627319616.662532091,236
1627319616.696269035,237
1627319616.729063034,238
1627319616.763018847,239
1627319616.795901060,240
1627319616.829684973,241
1627319616.862488031,242
1627319616.896368027,243
1627319616.929169893,244
1627319616.963021994,245
1627319616.995754004,246
1627319617.029809952,247
