#frame_num,ros_time
0,1627339590.1525712
1,1627339590.179191
2,1627339590.212657
3,1627339590.246319
4,1627339590.2791991
5,1627339590.31281
6,1627339590.345592
7,1627339590.379685
8,1627339590.412267
9,1627339590.445957
10,1627339590.479023
11,1627339590.512701
12,1627339590.5455651
13,1627339590.57973
14,1627339590.612194
15,1627339590.645981
16,1627339590.679008
17,1627339590.712723
18,1627339590.745574
19,1627339590.779636
20,1627339590.812201
21,1627339590.846031
22,1627339590.879044
23,1627339590.912885
24,1627339590.945595
25,1627339590.979707
26,1627339591.012253
27,1627339591.0460699
28,1627339591.079128
29,1627339591.112793
30,1627339591.145498
31,1627339591.179768
32,1627339591.212241
33,1627339591.246068
34,1627339591.2791789
35,1627339591.312784
36,1627339591.3454971
37,1627339591.379657
38,1627339591.412183
39,1627339591.445955
40,1627339591.478778
41,1627339591.512767
42,1627339591.545549
43,1627339591.579423
44,1627339591.612257
45,1627339591.646022
46,1627339591.678823
47,1627339591.7127109
48,1627339591.745627
49,1627339591.779753
50,1627339591.8141599
51,1627339591.846148
52,1627339591.879035
53,1627339591.9126961
54,1627339591.9455369
55,1627339591.979398
56,1627339592.01224
57,1627339592.046005
58,1627339592.07906
59,1627339592.112791
60,1627339592.1455119
61,1627339592.179418
62,1627339592.212214
63,1627339592.246162
64,1627339592.279206
65,1627339592.312744
66,1627339592.3454971
67,1627339592.3795302
68,1627339592.412156
69,1627339592.446091
70,1627339592.478967
71,1627339592.512795
72,1627339592.545547
73,1627339592.5797381
74,1627339592.612124
75,1627339592.646052
76,1627339592.678967
77,1627339592.71277
78,1627339592.7456279
79,1627339592.7794821
80,1627339592.812174
81,1627339592.8461132
82,1627339592.879025
83,1627339592.912722
84,1627339592.9455721
85,1627339592.979648
86,1627339593.01215
87,1627339593.046073
88,1627339593.0791779
89,1627339593.112682
90,1627339593.145549
91,1627339593.179723
92,1627339593.212125
93,1627339593.246057
94,1627339593.2789679
95,1627339593.3127382
96,1627339593.3454561
97,1627339593.379656
98,1627339593.412156
99,1627339593.446047
100,1627339593.4789882
101,1627339593.512716
102,1627339593.545576
103,1627339593.579598
104,1627339593.612101
105,1627339593.646036
106,1627339593.678874
107,1627339593.71278
108,1627339593.745475
109,1627339593.7797759
110,1627339593.812256
111,1627339593.8460288
112,1627339593.878953
113,1627339593.912803
114,1627339593.945539
115,1627339593.979483
116,1627339594.0121849
117,1627339594.0460038
118,1627339594.078986
119,1627339594.112686
120,1627339594.145494
121,1627339594.179554
122,1627339594.212166
123,1627339594.246047
