time,latitude,longitude,altitude,variance_latitude,variance_longitude,variance_altitude
1627339586.862828732,42.523314395,-71.602035671,111.745162964,0.015625000,0.015876000,0.049729000
1627339586.872708082,42.523314395,-71.602035670,111.745170593,0.015625000,0.015876000,0.049729000
1627339586.882841349,42.523314394,-71.602035669,111.745185852,0.015625000,0.015876000,0.049729000
1627339586.892858505,42.523314396,-71.602035672,111.745208740,0.015625000,0.015876000,0.049729000
1627339586.902745724,42.523314396,-71.602035671,111.745223999,0.015625000,0.015876000,0.049729000
1627339586.912701607,42.523314395,-71.602035670,111.745231628,0.015625000,0.015876000,0.049729000
1627339586.922812223,42.523314397,-71.602035673,111.745254517,0.015625000,0.015876000,0.049729000
1627339586.932749748,42.523314397,-71.602035672,111.745269775,0.015625000,0.015876000,0.049729000
1627339586.942698479,42.523314396,-71.602035671,111.745285034,0.015625000,0.015876000,0.049729000
1627339586.952808619,42.523314398,-71.602035674,111.745307922,0.015625000,0.015876000,0.049729000
1627339586.962779045,42.523314397,-71.602035673,111.745323181,0.015625000,0.015876000,0.049729000
1627339586.972777128,42.523314397,-71.602035672,111.745338440,0.015625000,0.015876000,0.049729000
1627339586.982840538,42.523314398,-71.602035674,111.745361328,0.015625000,0.015876000,0.049729000
1627339586.992781878,42.523314398,-71.602035673,111.745376587,0.015625000,0.015876000,0.049729000
1627339587.002851963,42.523314398,-71.602035672,111.745391846,0.015625000,0.015876000,0.049729000
1627339587.012794733,42.523314399,-71.602035675,111.745399475,0.015625000,0.015876000,0.049729000
1627339587.022791624,42.523314399,-71.602035674,111.745414734,0.015625000,0.015876000,0.049729000
1627339587.032739162,42.523314399,-71.602035673,111.745437622,0.015625000,0.015876000,0.049729000
1627339587.042904615,42.523314400,-71.602035675,111.745437622,0.015625000,0.015876000,0.049729000
1627339587.052906036,42.523314399,-71.602035674,111.745460510,0.015625000,0.015876000,0.049729000
1627339587.062911510,42.523314399,-71.602035673,111.745475769,0.015625000,0.015876000,0.049729000
1627339587.072846889,42.523314400,-71.602035675,111.745483398,0.015625000,0.015876000,0.049729000
1627339587.082677364,42.523314400,-71.602035674,111.745498657,0.015625000,0.015876000,0.049729000
1627339587.092776537,42.523314400,-71.602035673,111.745521545,0.015625000,0.015876000,0.049729000
1627339587.102722168,42.523314400,-71.602035675,111.745521545,0.015625000,0.015876000,0.049729000
1627339587.112663031,42.523314400,-71.602035674,111.745544434,0.015625000,0.015876000,0.049729000
1627339587.122626781,42.523314400,-71.602035673,111.745559692,0.015625000,0.015876000,0.049729000
1627339587.132833958,42.523314402,-71.602035674,111.745529175,0.015625000,0.015876000,0.049729000
1627339587.142858028,42.523314401,-71.602035673,111.745544434,0.015625000,0.015876000,0.049729000
1627339587.152781963,42.523314401,-71.602035672,111.745567322,0.015625000,0.015876000,0.049729000
1627339587.162796974,42.523314403,-71.602035674,111.745536804,0.015625000,0.015876000,0.049729000
1627339587.172739506,42.523314402,-71.602035673,111.745552063,0.015625000,0.015876000,0.049729000
1627339587.182661295,42.523314402,-71.602035672,111.745567322,0.015625000,0.015876000,0.049729000
1627339587.192816257,42.523314404,-71.602035674,111.745536804,0.015625000,0.015876000,0.049729000
1627339587.202736855,42.523314403,-71.602035673,111.745559692,0.015625000,0.015876000,0.049729000
1627339587.212663651,42.523314403,-71.602035672,111.745574951,0.015625000,0.015876000,0.049729000
1627339587.222783566,42.523314405,-71.602035673,111.745552063,0.015625000,0.015876000,0.049729000
1627339587.232744932,42.523314404,-71.602035672,111.745567322,0.015625000,0.015876000,0.049729000
1627339587.242791891,42.523314404,-71.602035671,111.745590210,0.015625000,0.015876000,0.049729000
1627339587.252799273,42.523314406,-71.602035672,111.745552063,0.015625000,0.015876000,0.049729000
1627339587.262729168,42.523314406,-71.602035672,111.745567322,0.015625000,0.015876000,0.049729000
1627339587.272700310,42.523314405,-71.602035671,111.745590210,0.015625000,0.015876000,0.049729000
1627339587.282819271,42.523314407,-71.602035672,111.745552063,0.015625000,0.015876000,0.049729000
1627339587.292812586,42.523314407,-71.602035671,111.745574951,0.015625000,0.015876000,0.049729000
1627339587.302763462,42.523314407,-71.602035670,111.745597839,0.015625000,0.015876000,0.049729000
1627339587.312832355,42.523314408,-71.602035671,111.745559692,0.015625000,0.015876000,0.049729000
1627339587.322593689,42.523314408,-71.602035670,111.745574951,0.015625000,0.015876000,0.049729000
1627339587.332753420,42.523314408,-71.602035669,111.745597839,0.015625000,0.015876000,0.049729000
1627339587.342632055,42.523314410,-71.602035671,111.745559692,0.015625000,0.015876000,0.049729000
1627339587.352802753,42.523314409,-71.602035670,111.745567322,0.015625000,0.015876000,0.049729000
1627339587.362709761,42.523314409,-71.602035669,111.745582581,0.015625000,0.015876000,0.049729000
1627339587.372796535,42.523314411,-71.602035670,111.745544434,0.015625000,0.015876000,0.049729000
1627339587.382850409,42.523314410,-71.602035669,111.745559692,0.015625000,0.015876000,0.049729000
1627339587.392731667,42.523314410,-71.602035668,111.745574951,0.015625000,0.015876000,0.049729000
1627339587.402668476,42.523314412,-71.602035670,111.745468140,0.015625000,0.015876000,0.049729000
1627339587.412783623,42.523314412,-71.602035669,111.745475769,0.015625000,0.015876000,0.049729000
1627339587.422746420,42.523314412,-71.602035668,111.745491028,0.015625000,0.015876000,0.049729000
1627339587.432726383,42.523314413,-71.602035670,111.745391846,0.015625000,0.015876000,0.049729000
1627339587.442787170,42.523314413,-71.602035669,111.745407104,0.015625000,0.015876000,0.049729000
1627339587.452771664,42.523314413,-71.602035668,111.745422363,0.015625000,0.015876000,0.049729000
1627339587.462729931,42.523314415,-71.602035669,111.745330811,0.015625000,0.015876000,0.049729000
1627339587.472681522,42.523314414,-71.602035668,111.745353699,0.015625000,0.015876000,0.049729000
1627339587.482690334,42.523314414,-71.602035667,111.745368958,0.015625000,0.015876000,0.049729000
1627339587.493033648,42.523314416,-71.602035669,111.745285034,0.015625000,0.015876000,0.049729000
1627339587.502793550,42.523314416,-71.602035668,111.745307922,0.015625000,0.015876000,0.049729000
1627339587.512642860,42.523314415,-71.602035667,111.745323181,0.015625000,0.015876000,0.049729000
1627339587.522584915,42.523314417,-71.602035668,111.745223999,0.015625000,0.015876000,0.049729000
1627339587.533038616,42.523314417,-71.602035667,111.745246887,0.015625000,0.015876000,0.049729000
1627339587.542991161,42.523314416,-71.602035666,111.745262146,0.015625000,0.015876000,0.049729000
1627339587.552634478,42.523314418,-71.602035667,111.745170593,0.015625000,0.015876000,0.049729000
1627339587.562730551,42.523314418,-71.602035666,111.745193481,0.015625000,0.015876000,0.049729000
1627339587.572815418,42.523314417,-71.602035665,111.745216370,0.015625000,0.015876000,0.049729000
1627339587.582843304,42.523314419,-71.602035666,111.745124817,0.015625000,0.015876000,0.049729000
1627339587.592608213,42.523314419,-71.602035665,111.745147705,0.015625000,0.015876000,0.049729000
1627339587.602738857,42.523314418,-71.602035664,111.745162964,0.015625000,0.015876000,0.049729000
1627339587.612676859,42.523314420,-71.602035665,111.745079041,0.015625000,0.015876000,0.049729000
1627339587.622767448,42.523314419,-71.602035664,111.745101929,0.015625000,0.015876000,0.049729000
1627339587.632804632,42.523314419,-71.602035663,111.745117188,0.015625000,0.015876000,0.049729000
1627339587.642818213,42.523314420,-71.602035666,111.745079041,0.015625000,0.015876000,0.049729000
1627339587.652783871,42.523314420,-71.602035664,111.745101929,0.015625000,0.015876000,0.049729000
1627339587.662702560,42.523314420,-71.602035663,111.745117188,0.015625000,0.015876000,0.049729000
1627339587.672666788,42.523314420,-71.602035666,111.745086670,0.015625000,0.015876000,0.049729000
1627339587.682644844,42.523314420,-71.602035665,111.745101929,0.015625000,0.015876000,0.049729000
1627339587.692562819,42.523314420,-71.602035664,111.745124817,0.015625000,0.015876000,0.049729000
1627339587.702842712,42.523314421,-71.602035667,111.745086670,0.015625000,0.015876000,0.049729000
1627339587.712801695,42.523314420,-71.602035666,111.745109558,0.015625000,0.015876000,0.049729000
1627339587.722755194,42.523314420,-71.602035664,111.745124817,0.015625000,0.015876000,0.049729000
1627339587.732687950,42.523314421,-71.602035667,111.745094299,0.015625000,0.015876000,0.049729000
1627339587.742816687,42.523314421,-71.602035666,111.745101929,0.015625000,0.015876000,0.049729000
1627339587.752756119,42.523314421,-71.602035665,111.745124817,0.015625000,0.015876000,0.049729000
1627339587.762717009,42.523314421,-71.602035667,111.745071411,0.015625000,0.015876000,0.049729000
1627339587.772665501,42.523314421,-71.602035666,111.745086670,0.015625000,0.015876000,0.049729000
1627339587.782856226,42.523314421,-71.602035665,111.745094299,0.015625000,0.015876000,0.049729000
1627339587.792756319,42.523314422,-71.602035667,111.745040894,0.015625000,0.015876000,0.049729000
1627339587.802666426,42.523314421,-71.602035666,111.745056152,0.015625000,0.015876000,0.049729000
1627339587.812650919,42.523314421,-71.602035666,111.745063782,0.015625000,0.015876000,0.049729000
1627339587.822765112,42.523314422,-71.602035668,111.745018005,0.015625000,0.015876000,0.049729000
1627339587.832735538,42.523314422,-71.602035667,111.745025635,0.015625000,0.015876000,0.049729000
1627339587.842644930,42.523314421,-71.602035666,111.745040894,0.015625000,0.015876000,0.049729000
1627339587.852787018,42.523314422,-71.602035668,111.744995117,0.015625000,0.015876000,0.049729000
1627339587.862709284,42.523314422,-71.602035667,111.745010376,0.015625000,0.015876000,0.049729000
1627339587.872813702,42.523314421,-71.602035666,111.745025635,0.015625000,0.015876000,0.049729000
1627339587.882858992,42.523314422,-71.602035668,111.744895935,0.015625000,0.015876000,0.049729000
1627339587.892736912,42.523314422,-71.602035667,111.744911194,0.015625000,0.015876000,0.049729000
1627339587.902684689,42.523314421,-71.602035666,111.744926453,0.015625000,0.015876000,0.049729000
1627339587.912802219,42.523314422,-71.602035668,111.744812012,0.015625000,0.015876000,0.049729000
1627339587.922598362,42.523314422,-71.602035666,111.744834900,0.015625000,0.015876000,0.049729000
1627339587.932712317,42.523314421,-71.602035665,111.744857788,0.015625000,0.015876000,0.049729000
1627339587.942801714,42.523314422,-71.602035667,111.744743347,0.015625000,0.015876000,0.049729000
1627339587.952756643,42.523314422,-71.602035666,111.744773865,0.015625000,0.015876000,0.049729000
1627339587.962724686,42.523314421,-71.602035665,111.744796753,0.015625000,0.015876000,0.049729000
1627339587.972662449,42.523314422,-71.602035667,111.744697571,0.015625000,0.015876000,0.049729000
1627339587.982699156,42.523314422,-71.602035665,111.744720459,0.015625000,0.015876000,0.049729000
1627339587.992793560,42.523314421,-71.602035664,111.744750977,0.015625000,0.015876000,0.049729000
1627339588.002669334,42.523314422,-71.602035666,111.744628906,0.015625000,0.015876000,0.049729000
1627339588.012772083,42.523314421,-71.602035665,111.744651794,0.015625000,0.015876000,0.049729000
1627339588.022751570,42.523314421,-71.602035664,111.744674683,0.015625000,0.015876000,0.049729000
1627339588.033170462,42.523314422,-71.602035665,111.744560242,0.015625000,0.015876000,0.049729000
1627339588.042806387,42.523314421,-71.602035664,111.744567871,0.015625000,0.015876000,0.049729000
1627339588.052740097,42.523314421,-71.602035663,111.744590759,0.015625000,0.015876000,0.049729000
1627339588.062835932,42.523314422,-71.602035664,111.744476318,0.015625000,0.015876000,0.049729000
1627339588.072817564,42.523314421,-71.602035663,111.744483948,0.015625000,0.015876000,0.049729000
1627339588.082832575,42.523314421,-71.602035662,111.744499207,0.015625000,0.016129000,0.050176000
1627339588.092837334,42.523314421,-71.602035663,111.744384766,0.015625000,0.016129000,0.050176000
1627339588.102678537,42.523314421,-71.602035662,111.744392395,0.015625000,0.016129000,0.050176000
1627339588.112739801,42.523314421,-71.602035661,111.744407654,0.015625000,0.016129000,0.050176000
1627339588.122737646,42.523314421,-71.602035663,111.744293213,0.015625000,0.016129000,0.050176000
1627339588.132821083,42.523314421,-71.602035661,111.744308472,0.015625000,0.016129000,0.050176000
1627339588.142803431,42.523314421,-71.602035660,111.744316101,0.015625000,0.016129000,0.050176000
1627339588.152755499,42.523314421,-71.602035662,111.744186401,0.015625000,0.016129000,0.050176000
1627339588.162702322,42.523314421,-71.602035661,111.744201660,0.015625000,0.016129000,0.050176000
1627339588.172665119,42.523314421,-71.602035660,111.744209290,0.015625000,0.016129000,0.050176000
1627339588.182805061,42.523314421,-71.602035662,111.744094849,0.015625000,0.016129000,0.050176000
1627339588.192734957,42.523314421,-71.602035661,111.744110107,0.015625000,0.016129000,0.050176000
1627339588.202659130,42.523314421,-71.602035660,111.744125366,0.015625000,0.016129000,0.050176000
1627339588.212766647,42.523314421,-71.602035661,111.744018555,0.015625000,0.016129000,0.050176000
1627339588.222735167,42.523314421,-71.602035660,111.744041443,0.015625000,0.016129000,0.050176000
1627339588.232784271,42.523314421,-71.602035659,111.744056702,0.015625000,0.016129000,0.050176000
1627339588.242786884,42.523314421,-71.602035661,111.743957520,0.015625000,0.016129000,0.050176000
1627339588.252809048,42.523314421,-71.602035660,111.743980408,0.015625000,0.016129000,0.050176000
1627339588.263014555,42.523314421,-71.602035659,111.744003296,0.015625000,0.016129000,0.050176000
1627339588.272616625,42.523314421,-71.602035660,111.743888855,0.015625000,0.016129000,0.050176000
1627339588.282778502,42.523314421,-71.602035659,111.743911743,0.015625000,0.016129000,0.050176000
1627339588.292839527,42.523314420,-71.602035658,111.743942261,0.015625000,0.016129000,0.050176000
1627339588.302783728,42.523314421,-71.602035660,111.743827820,0.015625000,0.016129000,0.050176000
1627339588.312731743,42.523314421,-71.602035659,111.743850708,0.015625000,0.016129000,0.050176000
1627339588.322688341,42.523314420,-71.602035657,111.743873596,0.015625000,0.016129000,0.050176000
1627339588.332807541,42.523314421,-71.602035659,111.743766785,0.015625000,0.016129000,0.050176000
1627339588.342754126,42.523314420,-71.602035658,111.743782043,0.015625000,0.016129000,0.050176000
1627339588.352676153,42.523314420,-71.602035657,111.743804932,0.015625000,0.016129000,0.050176000
1627339588.362669230,42.523314420,-71.602035658,111.743698120,0.015625000,0.016129000,0.050176000
1627339588.372740507,42.523314420,-71.602035656,111.743713379,0.015625000,0.016129000,0.050176000
1627339588.382849932,42.523314420,-71.602035655,111.743728638,0.015625000,0.016129000,0.050176000
1627339588.392622232,42.523314420,-71.602035658,111.743690491,0.015625000,0.016129000,0.050176000
1627339588.402787924,42.523314420,-71.602035657,111.743698120,0.015625000,0.016129000,0.050176000
1627339588.412712812,42.523314420,-71.602035656,111.743713379,0.015625000,0.016129000,0.050176000
1627339588.422680616,42.523314420,-71.602035658,111.743667603,0.015625000,0.016129000,0.050176000
1627339588.432746649,42.523314420,-71.602035657,111.743682861,0.015625000,0.016129000,0.050176000
1627339588.442743540,42.523314420,-71.602035656,111.743690491,0.015625000,0.016129000,0.050176000
1627339588.452691793,42.523314420,-71.602035658,111.743652344,0.015625000,0.016129000,0.050176000
1627339588.462780714,42.523314420,-71.602035657,111.743667603,0.015625000,0.016129000,0.050176000
1627339588.472589731,42.523314420,-71.602035656,111.743675232,0.015625000,0.016129000,0.050176000
1627339588.482794523,42.523314420,-71.602035658,111.743644714,0.015625000,0.016129000,0.050176000
1627339588.493026733,42.523314420,-71.602035657,111.743659973,0.015625000,0.016129000,0.050176000
1627339588.502842903,42.523314419,-71.602035656,111.743675232,0.015625000,0.016129000,0.050176000
1627339588.512738466,42.523314420,-71.602035658,111.743629456,0.015625000,0.016129000,0.050176000
1627339588.522803545,42.523314419,-71.602035657,111.743644714,0.015625000,0.016129000,0.050176000
1627339588.533106327,42.523314419,-71.602035656,111.743667603,0.015625000,0.016129000,0.050176000
1627339588.542721272,42.523314419,-71.602035658,111.743621826,0.015625000,0.016129000,0.050176000
1627339588.552838326,42.523314419,-71.602035657,111.743644714,0.015625000,0.016129000,0.050176000
1627339588.562632799,42.523314419,-71.602035656,111.743667603,0.015625000,0.016129000,0.050176000
1627339588.572753906,42.523314419,-71.602035658,111.743637085,0.015625000,0.016129000,0.050176000
1627339588.582785606,42.523314419,-71.602035657,111.743659973,0.015625000,0.016129000,0.050176000
1627339588.592665195,42.523314418,-71.602035656,111.743682861,0.015625000,0.016129000,0.050176000
1627339588.602688789,42.523314419,-71.602035657,111.743652344,0.015625000,0.016129000,0.050176000
1627339588.612722397,42.523314418,-71.602035656,111.743675232,0.015625000,0.016129000,0.050176000
1627339588.622796535,42.523314418,-71.602035655,111.743690491,0.015625000,0.016129000,0.050176000
1627339588.632778645,42.523314419,-71.602035657,111.743553162,0.015625000,0.016129000,0.050176000
1627339588.642782688,42.523314418,-71.602035656,111.743576050,0.015625000,0.016129000,0.050176000
1627339588.652783155,42.523314418,-71.602035655,111.743598938,0.015625000,0.016129000,0.050176000
1627339588.662628651,42.523314419,-71.602035657,111.743461609,0.015625000,0.016129000,0.050176000
1627339588.672728300,42.523314419,-71.602035656,111.743484497,0.015625000,0.016129000,0.050176000
1627339588.682752609,42.523314418,-71.602035655,111.743499756,0.015625000,0.016129000,0.050176000
1627339588.692625761,42.523314419,-71.602035657,111.743370056,0.015625000,0.016129000,0.050176000
1627339588.702569962,42.523314419,-71.602035656,111.743385315,0.015625000,0.016129000,0.050176000
1627339588.712691545,42.523314418,-71.602035655,111.743400574,0.015625000,0.016129000,0.050176000
1627339588.722652912,42.523314419,-71.602035656,111.743278503,0.015625000,0.016129000,0.050176000
1627339588.732867956,42.523314419,-71.602035655,111.743286133,0.015625000,0.016129000,0.050176000
1627339588.742712498,42.523314418,-71.602035654,111.743301392,0.015625000,0.016129000,0.050176000
1627339588.752670050,42.523314419,-71.602035655,111.743164062,0.015625000,0.016129000,0.050176000
1627339588.762763262,42.523314419,-71.602035654,111.743171692,0.015625000,0.016129000,0.050176000
1627339588.772735119,42.523314419,-71.602035653,111.743186951,0.015625000,0.016129000,0.050176000
1627339588.782728434,42.523314419,-71.602035655,111.743049622,0.015625000,0.016129000,0.050176000
1627339588.792797804,42.523314419,-71.602035653,111.743064880,0.015625000,0.016129000,0.050176000
1627339588.802729130,42.523314419,-71.602035652,111.743080139,0.015625000,0.016129000,0.050176000
1627339588.812743902,42.523314419,-71.602035654,111.742950439,0.015625000,0.016129000,0.050176000
1627339588.822629213,42.523314419,-71.602035652,111.742973328,0.015625000,0.016129000,0.050176000
1627339588.832611322,42.523314419,-71.602035651,111.742988586,0.015625000,0.016129000,0.050176000
1627339588.842825651,42.523314419,-71.602035653,111.742866516,0.015625000,0.016129000,0.050176000
1627339588.852660894,42.523314419,-71.602035652,111.742889404,0.015625000,0.016129000,0.050176000
1627339588.862740278,42.523314419,-71.602035650,111.742904663,0.015625000,0.016129000,0.050176000
1627339588.872723341,42.523314419,-71.602035652,111.742797852,0.015625000,0.016129000,0.050176000
1627339588.882823706,42.523314419,-71.602035651,111.742813110,0.015625000,0.016129000,0.050176000
1627339588.892753601,42.523314419,-71.602035649,111.742835999,0.015625000,0.016129000,0.050176000
1627339588.902751446,42.523314420,-71.602035653,111.742767334,0.015625000,0.016129000,0.050176000
1627339588.912796736,42.523314420,-71.602035652,111.742782593,0.015625000,0.016129000,0.050176000
1627339588.922680616,42.523314420,-71.602035650,111.742805481,0.015625000,0.016129000,0.050176000
1627339588.932823420,42.523314421,-71.602035654,111.742736816,0.015625000,0.016129000,0.050176000
1627339588.942720890,42.523314421,-71.602035652,111.742759705,0.015625000,0.016129000,0.050176000
1627339588.952670097,42.523314421,-71.602035651,111.742782593,0.015625000,0.016129000,0.050176000
1627339588.962758303,42.523314422,-71.602035654,111.742713928,0.015625000,0.016129000,0.050176000
1627339588.972745895,42.523314422,-71.602035653,111.742736816,0.015625000,0.016129000,0.050176000
1627339588.982698202,42.523314422,-71.602035652,111.742752075,0.015625000,0.016129000,0.050176000
1627339588.992764950,42.523314423,-71.602035655,111.742691040,0.015625000,0.016129000,0.050176000
1627339589.002727985,42.523314423,-71.602035654,111.742706299,0.015625000,0.016129000,0.050176000
1627339589.012695551,42.523314423,-71.602035653,111.742721558,0.015625000,0.016129000,0.050176000
1627339589.022861958,42.523314424,-71.602035655,111.742645264,0.015625000,0.016129000,0.050176000
1627339589.033091545,42.523314424,-71.602035654,111.742660522,0.015625000,0.016129000,0.050176000
1627339589.042714119,42.523314423,-71.602035653,111.742675781,0.015625000,0.016129000,0.050176000
1627339589.052793980,42.523314425,-71.602035656,111.742599487,0.015625000,0.016129000,0.050176000
1627339589.062752008,42.523314424,-71.602035655,111.742614746,0.015625000,0.016129000,0.050176000
1627339589.072722435,42.523314424,-71.602035654,111.742630005,0.015625000,0.016129000,0.050176000
1627339589.082881689,42.523314425,-71.602035656,111.742553711,0.015625000,0.016129000,0.050176000
1627339589.092763424,42.523314425,-71.602035655,111.742576599,0.015625000,0.016129000,0.050176000
1627339589.102730513,42.523314425,-71.602035654,111.742591858,0.015625000,0.016129000,0.050176000
1627339589.112691402,42.523314426,-71.602035656,111.742530823,0.015625000,0.016129000,0.050176000
1627339589.122826338,42.523314426,-71.602035654,111.742546082,0.015625000,0.016129000,0.050176000
1627339589.132762432,42.523314425,-71.602035653,111.742568970,0.015625000,0.016129000,0.050176000
1627339589.142693043,42.523314426,-71.602035656,111.742546082,0.015625000,0.016129000,0.050176000
1627339589.152806997,42.523314426,-71.602035655,111.742561340,0.015625000,0.016129000,0.050176000
1627339589.162785053,42.523314426,-71.602035654,111.742584229,0.015625000,0.016129000,0.050176000
1627339589.172858715,42.523314427,-71.602035656,111.742561340,0.015625000,0.016129000,0.050176000
1627339589.182883978,42.523314427,-71.602035655,111.742584229,0.015625000,0.016129000,0.050176000
1627339589.192818642,42.523314426,-71.602035654,111.742599487,0.015625000,0.016129000,0.050176000
