time,speed
1627328803.0906446,0.6358373739617019
1627328803.1005282,0.6351188498755314
1627328803.1105008,0.6342166040093065
1627328803.1205027,0.6329751166640211
1627328803.1306002,0.6320724425627833
1627328803.140616,0.6312506527278078
1627328803.1505933,0.6300982832803997
1627328803.1605392,0.6292719664638907
1627328803.1706684,0.628565503691136
1627328803.1806202,0.6276068872234367
1627328803.1921139,0.6269339290084704
1627328803.2006593,0.6262481435625626
1627328803.210464,0.6253241158824208
1627328803.2204394,0.6247172636877254
1627328803.2305171,0.6241614295404124
1627328803.240515,0.6232873071090275
1627328803.250451,0.6227036261729542
1627328803.2606175,0.6221384923760279
1627328803.2705102,0.6213616141751642
1627328803.280458,0.6208682318684202
1627328803.2905505,0.620314803515622
1627328803.3005085,0.6196015250729732
1627328803.3106198,0.619148639294514
1627328803.320583,0.6186470349287116
1627328803.3306484,0.6179522904025108
1627328803.3404572,0.6174695147819591
1627328803.3505867,0.6170965566708154
1627328803.3606606,0.6164862948190064
1627328803.3705108,0.6160721673099621
1627328803.3804345,0.6156322104983318
1627328803.390729,0.6149425970579485
1627328803.4005215,0.6144756032479493
1627328803.4106007,0.6139463929958353
1627328803.4206,0.6131479972343512
1627328803.430688,0.6125253427501575
1627328803.4406219,0.6118790244538177
1627328803.450582,0.6109563756785676
1627328803.4605134,0.610196151430095
1627328803.4707074,0.6093630371493359
1627328803.4805658,0.6083313269545825
1627328803.4906883,0.6075115711576399
1627328803.5006554,0.6065896522153871
1627328803.5106444,0.605457520757755
1627328803.5205853,0.6045170280050719
1627328803.530533,0.6036732110138006
1627328803.5405273,0.6026120148035805
1627328803.5504906,0.601730685401417
1627328803.5605896,0.600848042902442
1627328803.570473,0.5998342679339613
1627328803.5804334,0.5990822083168935
1627328803.59064,0.5983175336628361
1627328803.600501,0.5974551272501598
1627328803.6106355,0.596733987650343
1627328803.6205606,0.5961115120137976
1627328803.630514,0.5953832324082973
1627328803.640613,0.5948148432214657
1627328803.650583,0.5942152042829314
1627328803.6605136,0.593487945980993
1627328803.6706252,0.5930116323862888
1627328803.6805773,0.5925297531607341
1627328803.690541,0.591938778546831
1627328803.700648,0.5915456971632973
1627328803.7106237,0.5911750801471825
1627328803.7205415,0.5906490469622285
1627328803.730605,0.5902020359422886
1627328803.7406015,0.5897559450424976
1627328803.7506623,0.5891817369883261
1627328803.7606285,0.5887710994078886
1627328803.7704659,0.5883091154952008
1627328803.7805364,0.5876309391967148
1627328803.7905254,0.5871190833408372
1627328803.8005018,0.5866025685018432
1627328803.8107748,0.5858998920419966
1627328803.8205507,0.5852253901766419
1627328803.830456,0.5845849289587314
1627328803.8406045,0.5838419733979665
1627328803.8505466,0.5831717027326263
1627328803.8606074,0.5824744922156951
1627328803.8705924,0.5815892609340778
1627328803.8805327,0.5808586675041356
1627328803.8905044,0.5801483162084985
1627328803.900429,0.5793161706319829
1627328803.9106936,0.578653422227429
1627328803.920726,0.5779034485845902
1627328803.9308786,0.5769995132570793
1627328803.9405699,0.576286702507997
1627328803.9506855,0.5755608384019082
1627328803.9606516,0.5747564772001125
1627328803.9705539,0.57406971494857
1627328803.9806545,0.5734219068313094
1627328803.9904683,0.572652688334495
1627328804.0006132,0.5720363220902946
1627328804.010624,0.5713827950492572
1627328804.020659,0.5706378528690482
1627328804.0305927,0.5700302098941976
1627328804.0405471,0.5693893926812916
1627328804.0505266,0.5686398727512917
1627328804.0606415,0.5679999902616985
1627328804.070573,0.5674461078609265
1627328804.0805058,0.5667091988972396
1627328804.0904691,0.566085500702342
1627328804.1005895,0.5654178120877138
1627328804.1104934,0.5646693104204417
1627328804.1205099,0.5640602399491628
1627328804.1305716,0.5634165756135006
1627328804.1405241,0.5627059369082144
1627328804.1506362,0.5620634369964107
1627328804.1609128,0.5614592410765309
1627328804.1706305,0.5607793665788455
1627328804.1807194,0.5602276871335629
1627328804.1906219,0.5595884807387965
1627328804.2005947,0.5589370877563222
1627328804.2106342,0.558418741225573
1627328804.2206566,0.5579406072023633
1627328804.2305512,0.557328738134471
1627328804.240532,0.5568151201191388
1627328804.250489,0.5563642548718687
1627328804.260581,0.5558613513363032
1627328804.27055,0.55534145205742
1627328804.2805023,0.5547527569077317
1627328804.2905996,0.5541553855504402
1627328804.3006356,0.5535889979316387
1627328804.3105366,0.5529889951590244
1627328804.3206177,0.5523401857442148
1627328804.3305748,0.5517370642538888
1627328804.3405185,0.5511096950848129
1627328804.3504398,0.5503796833565662
1627328804.360574,0.5497237221805935
1627328804.3705351,0.5489977751609565
1627328804.3804605,0.5482482777534718
1627328804.390755,0.547560432041299
1627328804.400679,0.5468458091720486
1627328804.4106522,0.5460013369399075
1627328804.420568,0.5452924698225583
1627328804.4305212,0.5445830195559651
1627328804.4406354,0.5437808300402931
1627328804.450695,0.5430708748652804
1627328804.460561,0.5423139686371488
1627328804.4707022,0.541485581342602
1627328804.4804807,0.5408411075689097
1627328804.490649,0.5401228620752636
1627328804.500693,0.5393930697509608
1627328804.510647,0.5386878761163199
1627328804.5205646,0.538053748993399
1627328804.5304945,0.5373458308556259
1627328804.54063,0.5366939013930111
1627328804.5505874,0.5360882845646713
1627328804.5605438,0.5354028390068424
1627328804.5706403,0.5348172484644087
1627328804.580615,0.534294427216895
1627328804.5905516,0.5336733107073952
1627328804.600688,0.5331010005395347
1627328804.6107028,0.5325692028356273
1627328804.620685,0.5319835532618813
1627328804.6304998,0.5313921532773687
1627328804.64063,0.5307857239169356
1627328804.6506493,0.5301637693696076
1627328804.6605277,0.5296676176538966
1627328804.670654,0.5291013236594528
1627328804.6805587,0.5284236201487775
1627328804.6905713,0.527869556722852
1627328804.7004912,0.5272889584233436
1627328804.7106092,0.5266498925763576
1627328804.7205665,0.5260516902761767
1627328804.7306232,0.5254639690973935
1627328804.7405748,0.5248373951377456
1627328804.750575,0.5242559249880255
1627328804.760521,0.5236835425613626
1627328804.7706182,0.5230627661477655
1627328804.780573,0.5224482000666405
1627328804.7905626,0.5219082733854568
1627328804.8006432,0.5212368575715507
1627328804.8106458,0.5206365430436342
1627328804.8205628,0.5199860761138946
1627328804.8305197,0.5192724136904182
1627328804.8406324,0.5186432245703828
1627328804.8505642,0.5179523777337086
1627328804.8605423,0.5171359195478786
1627328804.8704822,0.5164703588447757
1627328804.8804204,0.5157671845424175
1627328804.8906927,0.5149739259604986
1627328804.900638,0.5142375000397017
1627328804.9106464,0.5134295534582334
1627328804.9206045,0.51248161515779
1627328804.9309924,0.5117137109623744
1627328804.9406195,0.510964103682301
1627328804.9505818,0.510032727187405
1627328804.9606867,0.5092746978641702
1627328804.9704554,0.5085479432353186
1627328804.980662,0.5077410238859337
1627328804.99055,0.5070048037798993
1627328805.0006235,0.5063500894286381
1627328805.0106316,0.5056042262918125
1627328805.0205698,0.5050539698115649
1627328805.0304925,0.5045005561573385
1627328805.0406263,0.5039215468571235
1627328805.0505536,0.5034963112354368
1627328805.0605204,0.5030466883934825
1627328805.070459,0.502561219436864
1627328805.0806131,0.5021694122131892
1627328805.0905268,0.5017301754691904
1627328805.1006215,0.5012548137808699
1627328805.110616,0.5008950160995067
1627328805.1205347,0.5003594103920337
1627328805.1304836,0.4996637743166362
1627328805.1404557,0.49872249745367014
1627328805.1505551,0.49667490561146216
1627328805.160506,0.4901706771450441
1627328805.1705945,0.48765305300497547
1627328805.1806607,0.48519292087610166
1627328805.1905065,0.4787677462184566
1627328805.2006147,0.47632669880233885
1627328805.2106073,0.4738879054414834
1627328805.2205286,0.4676960388239657
1627328805.230633,0.4653295295603708
1627328805.2405622,0.46300550155761055
1627328805.250537,0.457035448809474
1627328805.2606215,0.45475296113265384
1627328805.2705657,0.45252610050430475
