#frame_num,ros_time
0,1627328807.1729891
1,1627328807.1980891
2,1627328807.231651
3,1627328807.2651901
4,1627328807.298106
5,1627328807.33182
6,1627328807.36465
7,1627328807.398472
8,1627328807.431248
9,1627328807.4651
10,1627328807.497898
11,1627328807.531857
12,1627328807.5646698
13,1627328807.598473
14,1627328807.631275
15,1627328807.665034
16,1627328807.697948
17,1627328807.731884
18,1627328807.764526
19,1627328807.798486
20,1627328807.831251
21,1627328807.865097
22,1627328807.897876
23,1627328807.93176
24,1627328807.964565
25,1627328807.998478
26,1627328808.031184
27,1627328808.065016
28,1627328808.097926
29,1627328808.1318429
30,1627328808.1645448
31,1627328808.198509
32,1627328808.231189
33,1627328808.2650812
34,1627328808.297841
35,1627328808.3317811
36,1627328808.364599
37,1627328808.398447
38,1627328808.431283
39,1627328808.4650419
40,1627328808.497942
41,1627328808.5319211
42,1627328808.564631
43,1627328808.598558
44,1627328808.631292
45,1627328808.665121
46,1627328808.6979449
47,1627328808.732047
48,1627328808.764555
49,1627328808.7984939
50,1627328808.831318
51,1627328808.865243
52,1627328808.897991
53,1627328808.931798
54,1627328808.964602
55,1627328808.998517
56,1627328809.031343
57,1627328809.06512
58,1627328809.098019
59,1627328809.13182
60,1627328809.164662
61,1627328809.198506
62,1627328809.23128
63,1627328809.265201
64,1627328809.2979019
65,1627328809.3318279
66,1627328809.364658
67,1627328809.398638
68,1627328809.431282
69,1627328809.465179
70,1627328809.497994
71,1627328809.5319538
72,1627328809.564649
73,1627328809.598505
74,1627328809.631279
75,1627328809.665257
76,1627328809.6979449
77,1627328809.731857
78,1627328809.76466
79,1627328809.798451
80,1627328809.831236
81,1627328809.86517
82,1627328809.897922
83,1627328809.931864
84,1627328809.9645119
85,1627328809.998446
86,1627328810.031331
87,1627328810.065074
88,1627328810.097952
89,1627328810.131778
90,1627328810.164599
91,1627328810.1986198
92,1627328810.231339
93,1627328810.265172
94,1627328810.297923
95,1627328810.331864
96,1627328810.364585
97,1627328810.398408
98,1627328810.431237
99,1627328810.4651618
100,1627328810.49787
101,1627328810.5318198
102,1627328810.5645142
103,1627328810.598451
104,1627328810.631269
