time,heading
1627329583.401636600,0.975257748
1627329583.411751509,0.975244673
1627329583.421770096,0.975256800
1627329583.431640625,0.975245772
1627329583.441795826,0.975214843
1627329583.451711893,0.975237227
1627329583.461661100,0.975225702
1627329583.471771717,0.975218153
1627329583.481721878,0.975255623
1627329583.491648912,0.975273597
1627329583.501644373,0.975279708
1627329583.511770964,0.975321981
1627329583.521663427,0.975336192
1627329583.531728506,0.975381755
1627329583.541567087,0.975403860
1627329583.551692009,0.975443592
1627329583.561607361,0.975439720
1627329583.571575165,0.975458964
1627329583.581701517,0.975459118
1627329583.591678381,0.975464370
1627329583.601613998,0.975437774
1627329583.611574173,0.975412482
1627329583.621484280,0.975354857
1627329583.631619930,0.975341715
1627329583.641749382,0.975272883
1627329583.651693583,0.975201150
1627329583.661620617,0.975130519
1627329583.671680212,0.975054385
1627329583.681516409,0.974989352
1627329583.691757917,0.974941578
1627329583.701709032,0.974844625
1627329583.711692095,0.974762270
1627329583.721647501,0.974727414
1627329583.731714487,0.974668670
1627329583.741738558,0.974571492
1627329583.751677752,0.974524549
1627329583.761632919,0.974471019
1627329583.771617651,0.974414606
1627329583.781574726,0.974358802
1627329583.791655302,0.974293756
1627329583.801622868,0.974215478
1627329583.811622858,0.974146384
1627329583.821686983,0.974036949
1627329583.831656456,0.973969473
1627329583.841620207,0.973907873
1627329583.851708651,0.973816226
1627329583.861485243,0.973709116
1627329583.871728420,0.973650145
1627329583.881693602,0.973563780
1627329583.891686201,0.973470096
1627329583.901607275,0.973398564
1627329583.912030697,0.973327218
1627329583.921987772,0.973249452
1627329583.931653976,0.973168328
1627329583.941750526,0.973113583
1627329583.951498747,0.973030508
1627329583.961639166,0.972987472
1627329583.971624374,0.972924239
1627329583.981684923,0.972847645
1627329583.991713285,0.972798191
1627329584.001648664,0.972742783
1627329584.011587858,0.972680133
1627329584.021672010,0.972656119
1627329584.031647205,0.972601329
1627329584.041743994,0.972555936
1627329584.051776886,0.972556825
1627329584.061691999,0.972517287
1627329584.071687222,0.972501020
1627329584.081572294,0.972496597
1627329584.091726065,0.972476655
1627329584.101720572,0.972477050
1627329584.111758947,0.972478038
1627329584.121703863,0.972484612
1627329584.131658077,0.972488867
1627329584.141616821,0.972473735
1627329584.151682615,0.972487423
1627329584.161607027,0.972487428
1627329584.171775103,0.972515438
1627329584.181580782,0.972504236
1627329584.191581726,0.972501069
1627329584.201780081,0.972528368
1627329584.211628914,0.972500707
1627329584.221727133,0.972523933
1627329584.231645107,0.972529207
1627329584.241645098,0.972545618
1627329584.251600981,0.972530282
1627329584.261526823,0.972535787
1627329584.271679401,0.972534238
1627329584.281712055,0.972512910
1627329584.291572332,0.972530863
1627329584.301713705,0.972490175
1627329584.311639547,0.972508749
1627329584.321717978,0.972500725
1627329584.331658840,0.972483699
1627329584.341597319,0.972490767
1627329584.351573229,0.972490874
1627329584.361532211,0.972484290
1627329584.371713638,0.972522644
1627329584.381553888,0.972542542
1627329584.392005920,0.972561148
1627329584.401791334,0.972572448
1627329584.411650896,0.972600115
1627329584.421718597,0.972664775
1627329584.431638956,0.972673462
1627329584.441764355,0.972751139
1627329584.451720715,0.972764515
1627329584.461730242,0.972846013
1627329584.471736670,0.972913125
1627329584.481741428,0.972961686
1627329584.491703749,0.973004181
1627329584.501691818,0.973101875
1627329584.511796713,0.973208241
1627329584.521529913,0.973274233
1627329584.531756639,0.973414312
1627329584.541621208,0.973554453
1627329584.551695585,0.973686065
1627329584.561644316,0.973827523
1627329584.571629763,0.973999390
1627329584.581545115,0.974175734
1627329584.591681004,0.974378439
1627329584.601628542,0.974587485
1627329584.611618757,0.974802991
1627329584.621499062,0.975026750
1627329584.631691217,0.975254032
1627329584.641589403,0.975465110
1627329584.651696444,0.975728755
1627329584.661643267,0.975987815
1627329584.671754599,0.976214180
1627329584.681691170,0.976450635
1627329584.691678286,0.976696494
1627329584.701654434,0.976935962
1627329584.711852789,0.977177277
1627329584.721691132,0.977412291
1627329584.731647253,0.977661070
1627329584.741737127,0.977868736
1627329584.751695156,0.978083084
1627329584.761637688,0.978280592
1627329584.771610498,0.978472907
1627329584.781683207,0.978647329
1627329584.791641712,0.978819843
1627329584.801590681,0.978966769
1627329584.811858892,0.979085959
1627329584.821712255,0.979200296
1627329584.831640959,0.979334353
1627329584.841578722,0.979389808
1627329584.851739645,0.979460254
1627329584.861605883,0.979506049
1627329584.871561766,0.979520526
1627329584.881510973,0.979519373
1627329584.891721249,0.979524717
1627329584.901732445,0.979507602
1627329584.911784649,0.979464137
1627329584.921658039,0.979424084
1627329584.931972504,0.979354326
1627329584.941776037,0.979260408
1627329584.951653242,0.979205378
1627329584.961756468,0.979096765
1627329584.971764326,0.978988095
1627329584.981651783,0.978914799
1627329584.991775751,0.978800688
1627329585.001545429,0.978699311
1627329585.011766672,0.978609762
1627329585.021607161,0.978494657
1627329585.031737566,0.978396233
1627329585.041744947,0.978327111
1627329585.051640987,0.978253286
1627329585.061577082,0.978187212
1627329585.071761847,0.978166415
1627329585.081642389,0.978102434
1627329585.091630697,0.978055307
1627329585.101558447,0.978026816
1627329585.111613512,0.978005690
1627329585.121723413,0.977992964
1627329585.131599426,0.977991491
1627329585.141704082,0.977950609
1627329585.151656628,0.977949234
1627329585.161607981,0.977979199
1627329585.171742201,0.977949374
1627329585.181725025,0.977922957
1627329585.191625834,0.977957279
1627329585.201706648,0.977954228
1627329585.211778879,0.977930501
1627329585.221620798,0.977943753
1627329585.231700182,0.977944461
1627329585.241542339,0.977934290
1627329585.251634598,0.978008899
1627329585.261604786,0.978003259
1627329585.271719217,0.978018460
1627329585.281643391,0.978061469
1627329585.291594267,0.978091155
1627329585.301553249,0.978099243
1627329585.311755419,0.978151471
1627329585.321625948,0.978177982
1627329585.331598520,0.978227742
1627329585.341702461,0.978268704
1627329585.351680517,0.978372573
1627329585.361592770,0.978416150
1627329585.371558666,0.978529457
1627329585.381618977,0.978590275
1627329585.392031431,0.978696696
1627329585.402044296,0.978781818
1627329585.411757231,0.978878780
1627329585.421890259,0.978988705
1627329585.431704760,0.979144384
1627329585.441669941,0.979264600
1627329585.451666832,0.979410909
1627329585.461747169,0.979589089
1627329585.471723318,0.979764326
1627329585.481636524,0.979931899
1627329585.491612911,0.980138135
1627329585.501676798,0.980347333
1627329585.511766911,0.980568598
1627329585.521594048,0.980804977
1627329585.531726599,0.981008615
1627329585.541526556,0.981254270
1627329585.551773310,0.981495607
1627329585.561591864,0.981780427
1627329585.571681499,0.982038806
1627329585.581643105,0.982340169
1627329585.591689110,0.982637054
1627329585.601551294,0.982916429
1627329585.611742020,0.983244348
1627329585.621596336,0.983594965
1627329585.631570339,0.983912688
1627329585.641652822,0.984267497
1627329585.651691914,0.984612567
1627329585.661552668,0.984952380
1627329585.671500444,0.985339293
1627329585.681622744,0.985692693
1627329585.691734076,0.986087648
1627329585.701697588,0.986490493
1627329585.711836338,0.986877932
1627329585.721592188,0.987313606
1627329585.731708288,0.987765041
1627329585.741670132,0.988220756
1627329585.751631260,0.988653725
1627329585.761587620,0.989144187
1627329585.771771193,0.989643861
1627329585.781628609,0.990151367
1627329585.791594982,0.990696280
1627329585.801710129,0.991235960
1627329585.811832905,0.991790109
1627329585.821616173,0.992359322
1627329585.831537485,0.992991590
1627329585.841649771,0.993625794
1627329585.851722002,0.994289310
1627329585.861548662,0.994948388
1627329585.871700764,0.995646363
1627329585.881618500,0.996343398
1627329585.891582966,0.997086246
1627329585.901681900,0.997820982
1627329585.911713362,0.998575147
1627329585.921581745,0.999365018
1627329585.931795835,1.000129670
1627329585.941498041,1.000906743
1627329585.951638937,1.001677615
1627329585.961549044,1.002431212
1627329585.971706867,1.003192279
1627329585.981634140,1.003951712
1627329585.991590023,1.004707934
1627329586.001532793,1.005426194
1627329586.011726856,1.006103383
1627329586.021691084,1.006800088
1627329586.031711340,1.007489657
1627329586.041671753,1.008153370
1627329586.051738262,1.008766309
1627329586.061714172,1.009375104
1627329586.071695566,1.009990027
1627329586.081622601,1.010583378
1627329586.091740370,1.011161482
1627329586.101686239,1.011700102
1627329586.111809731,1.012266134
1627329586.121588230,1.012789553
1627329586.131731987,1.013338534
1627329586.141678572,1.013869820
1627329586.151661634,1.014412877
1627329586.161716223,1.014963740
1627329586.171742439,1.015506210
1627329586.181739807,1.016092206
1627329586.191582918,1.016696842
1627329586.201514244,1.017300128
1627329586.211828709,1.017946629
1627329586.221698046,1.018626641
