time,curvature
1627329583.382918596,0.034662358
1627329583.432890892,0.035088569
1627329583.457906723,0.035357803
1627329583.482882977,0.035829064
1627329583.532910824,0.036210645
1627329583.557922363,0.036457598
1627329583.582867384,0.036771949
1627329583.632897615,0.036929145
1627329583.657912970,0.037086353
1627329583.682883501,0.037153732
1627329583.732885838,0.037198655
1627329583.757892847,0.037243579
1627329583.807888746,0.037288502
1627329583.832917690,0.037355889
1627329583.857931376,0.037513141
1627329583.882905006,0.037737805
1627329583.932898998,0.038029913
1627329583.957888126,0.038344547
1627329584.007842302,0.038524363
1627329584.032930613,0.038816608
1627329584.057903528,0.038884059
1627329584.107853651,0.038839094
1627329584.132930517,0.038614281
1627329584.157912970,0.037940025
1627329584.207913637,0.036771949
1627329584.232927084,0.035784177
1627329584.257863045,0.033899911
1627329584.307900667,0.031838313
1627329584.332918167,0.030226352
1627329584.357908010,0.027810663
1627329584.407892942,0.025084833
1627329584.432889223,0.021960365
1627329584.457900047,0.020912204
1627329584.507892847,0.016477978
1627329584.532961607,0.013183494
1627329584.557890415,0.009802278
1627329584.607879639,0.007623243
1627329584.632917404,0.005733726
1627329584.657912731,0.002244436
1627329584.707967281,0.000133331
1627329584.732885599,-0.000911098
1627329584.757882357,-0.002422219
1627329584.807963848,-0.003333374
1627329584.832915545,-0.004489049
1627329584.857901812,-0.005333638
1627329584.907912254,-0.005933776
1627329584.932884216,-0.006378344
1627329584.957906008,-0.006734013
1627329585.007902622,-0.006822932
1627329585.032903194,-0.006822932
1627329585.057895899,-0.006822932
1627329585.107944965,-0.006689553
1627329585.132905722,-0.005956004
1627329585.157922029,-0.004711303
1627329585.207942009,-0.003044467
1627329585.232871294,-0.001733318
1627329585.257890224,0.000688878
1627329585.307940006,0.003711182
1627329585.332877398,0.005956004
1627329585.357861757,0.009579897
1627329585.407959223,0.013539539
1627329585.432896614,0.017569305
1627329585.457896471,0.020332525
1627329585.507943869,0.024392676
1627329585.532864332,0.028324896
1627329585.557868004,0.030853078
1627329585.607974768,0.034348372
1627329585.632915974,0.037468206
1627329585.657896996,0.039446231
1627329585.708106279,0.041899592
1627329585.732910156,0.043883104
1627329585.782894611,0.045417625
1627329585.808063745,0.046117723
1627329585.832887411,0.046637379
1627329585.882898808,0.046479203
1627329585.908104658,0.045688592
1627329585.932920933,0.044740431
1627329585.982906818,0.043161526
1627329586.007929325,0.041516710
1627329586.032899857,0.040526148
1627329586.082899332,0.039311294
1627329586.108078957,0.038411979
1627329586.132896423,0.037827678
1627329586.182887316,0.037558068
1627329586.208036423,0.037288502
1627329586.232915640,0.037153732
1627329586.282913923,0.036974058
1627329586.307918310,0.036727037
1627329586.332929373,0.035941284
1627329586.382905960,0.035245620
1627329586.407969475,0.033832651
1627329586.432886124,0.032891251
1627329586.482884407,0.031412814
1627329586.507918596,0.030584460
1627329586.532890081,0.029689303
1627329586.582881927,0.029286606
1627329586.607983589,0.028951079
1627329586.632891417,0.028861614
1627329586.682894468,0.028794518
1627329586.707953453,0.028749788
